,Name,Comment
31,Vandelay Industries,"You sitting there on the kitchen table, yeah you, I'm talking to you who's sitting there on kitchen table😂"
32,submandave dive dive,"""You're gonna have lower premiums"" - We already heard that and I'm still waiting to see it 12 years going."
33,Monica Sanders,At least it was better than the 1st one.
34,Michael C,"Biden: ""I don't talk about coronavirus in terms of red states and blue states. But if you look at the outbreaks its all in red states"" --- This guy....."
35,theKBs House,"""Not true. My guys investigated it and we found me not guilty, next subject. *fake teethed fake laughter*"""
36,Trance Jams,This was a pretty solid debate.
37,Veronica Smith,Did anyone else notice Joe Biden's eyes?They don't look human.
38,John K,Why does Biden have to deny basic economics smh 1:06:20
39,Ra's Al Ghul,"""possible exception of Abraham Lincoln"""
40,Aish Mohan,"Joe: ""Idk where he comes fro-idk where he got that.."" 

Trump: Queens "
41,Gennaro Chianese,Fantastic moderator! That's how you conduct a debate.
42,SwitchUp,“Operation Warp Speed!” Ahahahhahahahahahahah this is unreal... hahahah
43,dia,"U know whats so crazy even the moderator in the debate said to biden about him banning oil ""WHY WOULD U SAY THAT """
44,Louise Garner,"I just came from watching a young American kid hosting a channel called ""The Future of America"" who's making more sense than these guys!!"
45,paolo96,What I undestood about Biden: Come On Man!!
46,ShA,One makes sense and the other trying his best to make sense🤣
47,P Lan,"""Who built the cages, Joe?"" - Abraham Lincoln"
48,MAXIMUS,"Biden: “I don’t look at this in terms of the way he does. Blue states and red states; they’re all the United States.”

Also Biden: “Look at the states that are having such a spike in the coronavirus. They’re the RED states.”"
49,CampX4 & Outdoor TV,"57:27 If labour unions endorse a plan, red lights start flashing!"
50,mark koban,the good side will win and everyone else who doesn't believe in good will dissolve into nothing - that's how I wrote it and that's how it will happen.
51,Kelso540,Joe Biden: I'm Joe Biden.
52,Nirva Simeon,Kristen did a phenomenal job. The debate was way better tonight.
53,Dan Solovei,"Biden : ""he, he, he"", Trump: ""We did and will continue!"""
54,Jose Rivera,27:43 Biden really just tried to use Obama's line from one of his best speeches...thinks he's so slick
55,A A,They should both provide sources for everything they are saying.
56,BullZeye _,"Them: talking about affordable health care

Canadians: oh that’s pretty funny ayy"
57,John 29,1:42:42 were they kissin with the mask 😷on or did I see it “not true”
58,Letter of the Law,"On the film and theatre production Buster Scruggs, there was a scene called ""Surly Joe"".

I think Biden is auditioning for that role."
59,Angel Tait,Want to talk about “THUGS” ? Whitey Bulger ring a bell? Maybe the work his nephew is involved with YOUR SON?
60,iedi3,Something about the future: 1:27:30
61,Miguel Ramirez,15:00 never said what would be done 😂 said the same thing he’s always said....
62,Pat Novak,At least we got to hear both sides without too many interruptions.
63,jeffs1000,Biden is more corrupt than Hillary and Nixon combined.
64,Kamil Nurkowski,"Biden(1:41:05): ""We're going to choose hope over fear.""

Also Biden, literally fearmongering(20:50): ""You folks home will have an empty chair at the kitchen this morning."""
65,Sean Day,“Abraham Lincoln over here is the most racist president we’ve ever had” 😂😂🤣
66,Mint,"when biden answers ""republican congress"" at 1:26:55. I literally cringed at how bad that answer was."
67,Brent Bugg,Fact check: Trump was correct when he said he’s was not Abraham Lincoln
68,Neper Kujtime,When a Biden is trying to spell a word that includes letter “L” he sounds like he’s eating a piece of steak and drinking zero coke at the same time
69,QECXD360,"Biden: ""Americans don't panic""

Yeah, sure... 🤣😒🤣"
70,Mr. Trump,You're not doing anything in 47 years BIG MAN
71,Vicky,1:35:35 Trump did upload the video in youtube
72,Duane Hellier,"I love how they're both indicating that this pandemic has hurt middle class to the point that they have to delay changing their tires for a month. GUYS: we had to do that before the pandemic. How out-of-touch are these people?

And, I love how they (the rich) use affordable. Who can afford it? When we can't buy tires or even food, healthcare is waaaayyyy out of our thoughts."
73,Sara Quinn,Biden : just answer about the emails and the $3 million. He keeps attacking but not defending himself ???
74,Light House,"33:44 Biden:
Because they know I know them and they know me.💬"
75,GTXhunter,this wasn't as much fun as the last one
76,B New,Quality moderator this time. Give credit where credit is due👍
77,DonAldutcher,"You're welcome. For reference, the starting point is 9:20.

1.     19:20 
2.     21:02 "
78,Jason May,at least Trump wasnt debating 2 people this time.
79,Dania Sr,"Biden: I didn't say either of those. 
Trump: you certainly did."
80,Amethystah !,Finally a moderator that let's their bias take a back seat.
81,Katerine Hernandez,I'm here because I'm learning English by myself. Greetings from colombia everyone
82,halfmanhalfchicken,"""China's building a road to a new galaxy"" - Joe ""Fully Conscious and Aware"" Biden"
83,Looj Herr,A robot biden politician is programed to keep looking at the camera to send a msg. Freaks me out
84,rolback,Who built the cages Joe?
85,Ravi Shankar,1:27:21 Joe battling Dimentia
86,Critic115,9:18 when it actually starts
87,Living hintz,"When Joe Biden talks of 13 000 folks getting across a border due to an infraction of citizenship, I applaud."
88,Chyanne Ballard,“Abraham Lincoln here...” 😂😭
89,Jim W,You saying I built the cages??  JoeBama built the cages!
90,Ankit Barot,"Biden : What I would say is, I'm gonna shut down the virus not the country. 

How? By turning the switch off???"
91,Denis Villatoro,35:22 the way he looked at him after he said that 💀
92,The Most Absolute UNIT,Biden really said Americans don’t panic 😂💀
93,Steven L,"BIDEN interupted. :  its tax payer money.. 

TRUMP: ..Look at Biden.  NO ITS CHINA MONEY.. WE TAXED  (tariff) THEM FOR THE MONEY.."
94,Robert Richardson,"This was so much better, the moderator did such an excellent job."
95,Jorge Gonzalez,"Are we just gonna ignore that Trump said ""possible exception"" about Lincoln doing more for black people than him?"
96,wake up sleepy the world is a stage,"You can keep your poison I'll take my chances being healthy doing what I've been doing for the last 6 yrs. No shots, no mask, no colds or flu. You don't need to get poisoned to stay healthy. All you need is sunlight and eat right!"
97,Dogmatil,"Biden the ""let me hypnotise you with my gaze as I tell you how you look at the empty chair beside you"" guy  xD

great moderator btw, she was neutral and did an amazing job!"
98,CanadianLove,After a while it gets tiring to see how often Trump gets cut-off vs how often Sleepy Joe gets cut-off.
99,United States of Wiradjura,"USA: Tump and Biden
World: Grabs Popcorn"
100,SinthTheSphinx,"""these little windows will destroy our country"""
101,Touch My Joystick Player 2,"1:23:25 ""Abraham Lincoln here.."" * Points at Trump* - For some reason I can't stop laughing at this."
102,Satiarrex,why does trump has a color of a tomato at the thumbnail XD i thought corn was enough
103,Maranatha!,"Biden: Slow up, more social distancing, do not open bars, do not open gymnasiums... (touches nose)
Me: 😬"
104,MetaMaker,"Guys ngl I’m voting oxygen cause that’s what’s keeping me alive

Edit: Apparently"
105,God rules Jesus Christ saves,May everybody be blessed with abundance in Jesus holy holy holy name amen
106,kaye ski,"Moderator: will you make china pay (for covid19)? 

Biden:  I will make china play by the international rules "
107,Christopher Martin,"Come on, man"
108,Angie Dean,"In my opinion, they were both more focused on personal attacking rather than answering the questions and making ""honest points! 🤦🤷"
109,Iny bis,"47:04 ""Our response..."" I hope he means the party."
110,BoxyYT,"You’re here because of the memes, aren’t you?"
111,N.W.DIVINE RAFAEL,"COMPLETE THE SENTENCE BELLOW 

If Chris Wallace was the Moderator..."
112,Miguel Ramirez,17:39 there is no time for a plan... why bring it up if he never states his own plan?
113,Jeffery Hinchey,Americans don't panic.  Well they sure bought a lot of toilet paper for no panic.
114,Saebo,the way Biden sometimes remember to look deep into the camera to talk to the voters at home is so fake lol
115,Jeff Betz,joe biden is a sick man i can't go back to obama years again worst years of my life no work we need a strong president like trump to bring it back like it was when he got in trump is the best man for the job.
116,Remigio Rincon,My family don’t want Joe Biden
117,3dgar 7eandro,51:01 Joe had a really strong point right there 😅😂😂👌
118,G C,"If only Kanye was there:

“You ain’t got the answers Joe!!! You ain’t got the answers!!”"
119,Game Oh thawn,"Wow, trump says Biden did something moderator Biden you like to respond. Biden says something that trump did moderator ok let’s move on trump wait I’d like to respond to that. Moderator says trump did something bad or said he said something negative but for Biden just questions wow what bias"
120,Ben Med,Joe says Iran will pay a price but he gave them billions?
121,Timothy Mudek,"Biden has no plan for anything. He have no details on covid, on election interference, just were going to make them pay. Well how are you going to do that joe? He had no plan for anything.
He's a liar about his son and him making money from his position as vice president,"
122,Anon,"9:19
Start"
123,Papa Bu,"Hahahaha vacuum cleaner, that was the best one!"
124,A B,"@23:15
Poor old joe things the virus has an ON OFF switch he says ""I'm gonna shut down the virus."" . . . Sounds really sketchy"
125,lans kie,As soon we had the vaccine his ready to go in heaven....
126,бeл к,the best moderator Ive even seen n heard! GJ!
127,Neon Blank,"1:33:00
Joe: I don't know where he comes from
Trump: Queens"
128,Mike B,"47:18. Biden.. ""Buh buh buh buh"" Tuh tuh tuh today junior! Lol"
129,Yak1B,I'm glad there was no pre/post commentary from talking heads.
130,Brian Jansen,Biden just looks like a liar.
131,Fixed Face,"here's the deal, those hairy, summerblonde  legs won’t stroke themselves, cmon man! period!"
132,Luke,This was actually a decent debate 🤯
133,Franklin M. Fotang,"Biden be like ""Ohh God"". Lol"
134,Evelyn Collins,I keep expecting something funny to happen after watching the SNL.
135,Daniel Brock,Why they bleep when trump said historically black
136,ᛋᚻᛟᛖᚾ ᛞᛟᚾᚨᚢ,9:19 It starts here.
137,Guwop 1017,“Americans don’t panic” yeah because they didn’t go toilet paper crazy earlier this year 🥴
138,youtub3ian youtub3ian,"I have to make a ""deal"" with IRS too, before i pay my taxes. Good one."
139,HICHAM abdo,those with the lowest iq they might come back hhhhhhhh
140,TheJohnnystockman,Did he say first responders deserve minimum wage 😂😂😂
141,DL86,1:38:12 why would you do that lol she's so done with this
142,Jessie's Drone Adventures,"48:00
Trump: I'm not a typical politician, that's why I got elected........mic drop!"
143,Firemarioflower,26:54  The way he talks about death  is just sickening.....
144,C9ッ JEYBHEE,9:20 for late watchers.
145,DonAldutcher,"1:00:00 Don't get me wrong, #Bernie was and still is my main man. The #DNC really screwed him. It's hard for me to get over that. With that being said, #Trump would never get my vote in a million years. 

AND"
146,Nick Smith,"Joe Biden: You know who I am 
Yeah Sniff Sniff Uncle Joe"
147,trini13archer,"23:53 I knew it, this whole thing is a population control ploy"
148,romanireva,Biden looks as if he was made of wax for Madame Tussaud's museum.
149,X G,"I like her! She kept the whole process civil, professional AND raised her voice when ""elephant in the room"" can't tell time. Good job!"
150,aaron tole,Dude I freaking died at Biden-Care
151,Tejaswa Singh Mehra,"""Don't worry teachers, not that many of you are going to die."" -Joe Biden"
152,T U,"1:14:30 Such a bull$hit attack on our law enforcement. Takes me back to the movie Tombstone and a Doc Holliday quote, ""No, I'm sure of it, I hate him""."
153,Henry Discipline,"Two lovely gentlemen, they may decide to call the election off, and share the presidency for the next 4 years."
154,JBass14,Wow I'm surprised that the dems want to go to war so bad! Barack was thinking that USA needed to go to war with N. Korea and listening to Biden it seems he wants to go to war
155,t w 0 n,"honestly I really liked this format of the debate, and I definitely like the new moderator! it was a lot more productive & civil !!"
156,Mike Wazowski,9:18 start
157,Skindawg,Biden HAD 8 YEARS TO SHOW US WHAT HE CAN DO.....and HE DID NOTHING!
158,Levi Johnson,"What he meant to say was, "" They will pay a price to me to interfere in our election."" He was making a sales pitch."
159,jeffs1000,Thank you moderator for being a moderator.    Chris Wallace should just retire...meatloaf junior is a horrible human being.
160,Cherry X,"I love this moderator not because shes a woman, but because she does an excellent job. ✨"
161,Rahma Ihsan,She was dancing in Chinatown 🤣🤣🤣
162,Zdrankowski Photography,Looks like they give the questions to Biden week before 😂
163,Tristan Dow,"Let it slip put ,chargers on the highways so “we” can own the electric car market"
164,Rocco Berks,"""its going away"" 
one day later: ""US tops one-day record 83,757 COVID-19 cases""
~delusional denial~"
165,Wouter K,1:27:18 you got to talk them into it joe
166,yun lin,"btw, i dont think china want to interfere with the election at all 'cause neither candidate is being very friendly with china, though trump behave worse,"
167,Why You Mad About It,So many people in these comments sound so ignorant I am scared for our country.
168,Byron Lovelace,"1:23:10
""I am the least racist person, I can't even see the audience because it is so dark..""
😐"
169,Sefeleg Bizuye,The mediator is doing much better than Chris wallace did
170,Abcdefg,"Yes Trump listen to him

""i ran cos of you..."""
171,Cities,"Joe ""C'MON MAN"" Biden"
172,MeMans Beast,More fair she jus need to let trump ramble a bit😭
173,Chug,i watched part of the first hillary/trump debate and then part of this for comparison. My god how far we've fallen
174,Adam Call,"My God, I'm so tired of politicians blaming each other. TELL ME HOW YOU WILL IMPROVE OUR COUNTRY!!!!!!!"
175,Sid Rasmussen,26:53 🤦‍♂️
176,We did For reason,"cop : you have been charge for drugs abuse , you will spend the rest of your time in facility for treatement 


Nobody : let rock dat officer"
177,hedegaard8,Sounds like Joe was fracking his skull at the end :)
178,RyanLomocsoVlogs,i can see the future of my investments!! haha lets go!
179,L Garner,"Everything Biden said about resources for Corona to keep businesses open, we are already doing!"
180,Marek Darek,"Trump Yes, Yes, Yes amen"
181,Paul King,They are both spending a lot of time discussing how corrupt they both are. Are you sure these are the only choices?
182,Taylor Diane,She seemed so happy once it was over ahahaha
183,Holly Blain,More rules put in place equals a more solid debate! A better debate!! I had  made up my mind a while ago!  It's nice to see a true debate. Also it's nice to see SNL and an entertaining  debate! 😊
184,Alejandra Reader,"""possible exception of Abraham Lincoln"" excuse me???"
185,Shay,"(1:00:00) I watched this part live and I'm going to be honest, that was his best punch yet"
186,markus alex,❤❤❤
187,Brandon Brotherton,59:00 lol
188,XX.He,Biden never finished “come on man” which makes me unfulfilled
189,valy0f,"This Anime went downhill ever since they killed of Hillary

also Bernie Sanders should be a protagonist instead of a side character, he could have such an amazing impact onto that season"
190,PÉTERFALVY TAMÁS,Can't wsj just cut out the 20 minutes of nothing in the beginning? Takes 2 seconds
191,Erlend Tryti Lindseth,"1:23:48

""poor boys"" :pensive:"
192,Less Than Amateur Skits,9:15 to get to the debate
193,WholeTruthNothingBut,"Post Debate -
Biden: “thought we did great tonight. I’m going to beat Abraham Lincoln”"
194,Shane Kelley,"27:50 “and I don’t look at this in the terms in the way he does, blue states and red states, they’re all the United States and look at the states that are having such spike in coronavirus. They’re the red states.” Joe you just said you don’t see states by color but then said you do in the same sentence. Please explain, you have one minute."
195,Tywius,43:49 xD
196,Mr X Mr Y,"1:21:45 trump is literally held up by the rostrum, lol"
197,Dan Solovei,The mediator is amazing!
198,typical gamer,Who's here for memes?
199,T,The new reality show is great. I hope there's a second season.
200,DonAldutcher,"1.     19:20 
2.     21:02 
3.     26:58 
4/5. 40:03 x2 - It took a little bit to get here again, but BAM! Double Whammy!"
201,Israel Robles,they fighting over who's more corrupt this is great!! lol
202,VoodVig,"Can someone make a beat out of this?
32:19 - 32:23"
203,metal t2x,"Joe Biden ""Americans don't panic"" so... all of the shelves at stores emptied themselves? Interesting"
204,Life with Dai,That moderator deserves a drink for babysitting toddlers.
205,Feanor n,BidenCare = Alzheimer for everyone !
206,Kristijan Ahčin,awwww joe's been thinking of hunter's rehab. how cute ;)
207,Michael Kylow,1:28:23
208,bongo bruh,"27:43 ""I don't look at it in blue states or red states"" immediately looks at it in blue states and red states"
209,PussySlayer69,"wheres all the interrupting, man cmon we all are here to have a laugh"
210,El Nomad,"1:11:47  ""The illegal immigrants that were arrested actually showed up to the court hearings"" 
Sloppy Joe, I got on the internet & found that almost EVERY. SINGLE. SOURCE. is saying that 90% of illegal immigrants that come into our country ILLEGALLY, NEVER show up to their court trial, and they end up disappearing. 
God forbid this habitual liar gets elected.."
211,The Mariner,"Joe Stark ""A dark winter is coming"""
212,pizza123,MILLIONS AND MILLIONS AND BILLIONS AND ZILLIONS OF DAHLARS JOE
213,The Mariner,Biden is quoting Ned Stark there.
214,Krissi Faith,I have friends who were caught and told to 'self deport'. 18 years they are in our country... still here.
215,Abraham Potts,It seems like these men are reading off something. It’s one big show
216,Miles Bartschies,1:05:04 CHEEEEEESSSSSEEEE
217,sanyensi1,😂😂🙋🏽‍♀️ take yall vaccines smh
218,Anthony 88,THE BEST MODERATOR. PLEASE LET HER BE THE MODERATOR FOR THE REST OF THE DEBATES ...
219,Levi Johnson,"Well, since Abraham Lincoln fought a war to end slavery, we take that as a complement."
220,Levi Johnson,"""all men and women...you, you know the thing."""
221,Ivana Zirojevic,"What America sees: 2020 elections.
What rest of the world sees: free entertainment !"
222,Marleny Bustos,At least it was better than the first or Biden and trump are going in a wwe smackdown
223,Laura Bolton,"Omg, they are both horrific."
224,Franklin M. Fotang,The last question was a very good one and Joe made quite a speech; true politicians. #TrumpStillWon
225,Tanner McCoon,"Wait, did Biden call Trump “Abraham Lincoln”?"
226,The Olympics,Hey new zealand can you let me in im healthy so come on guys
227,Jairo Silva,Hugs from Brazil!
228,Micaisy James,"over 500 kids missing; ""who made the cages?"""
229,Gu Gavin,"dont listen to what he said, but look at what he did. Joe biden is a corrupt monster undoubtly. dont elect him but arrest him."
230,Iron Warrior,Joe's pandering and pleading while looking into the camera is so pathetic. Stop manipulating and playing with people's emotions!
231,awshelley,Malarkey!!
232,Rockickass,3.9 percent of those that get sick never wear a mask. 70.4 of those that get infected wear a mask all the time according to CDC stats.
233,Bobby Womack,"Joe ""heres what the deal"" Biden"
234,V Sreekanth Chintada,USA has now option to choose between two corrupt
235,Robert Tan,Trump is so so funny and entertaining 😂🤣😆 but what he said is right on.
236,Jannik 17,God vs Satan who will win ☺️ ❤️ 🕊️
237,དགུ་ཚིགས་སྐྱ་མོ། Gutsik Kyamo,Wall Street Journal and Biden share a same dog bowl and dog food: China’s money= barking for China and barking for Biden
238,Storm Troop,It’s so difficult. Both got really great points. I really wish they would just get both parties working together and march forward to be a great America.
239,STALLION S,"Everybody wants to see a ww3. I know the.history, we know the future."
240,Joseph Woolley,Record numbers here in Tennessee? I live in Knoxville and no one I know has died or been hospitalized from coronavirus
241,Swetha.s Xi,What a bias.. This lady was giving so much opportunity for Biden...
242,bigolstankyboy o'houlihan,This debate is not nearly as funny as the last one.
243,Carlos Nino,Joe: Climate Warming
244,Foster chance,they know i know them and they know me-biden ...joe we know u know them very well your son knows them too
245,Foster chance,they know i know them and they know me-biden ...joe we know u know them very well your son knows them too
246,Xinjie Wu,Joe Biden is all lip service and no real action. He doesn't want to offend anyone and can't get anything done
247,Noel Raymond,The Moderator can run for President.
248,Joe,Starts at 9:20
249,Steven L,"Free health care, amnesty on immigration....come one come all, and free tuition.  None of these creates a job, none.  So who covers the costs?  You and I do......it's called higher taxes.  Do this and you can imagine the level of population displacement........exponential."
250,GodBodyRj,funny how she had to explain to them like children before the debate stared. lol
251,Dennis Brock,Who built the cages big guy?
252,Robert Lewis,"Abraham Lincoln here ...
C'mon MAN!"
253,Bangladesh TV English News Everyday,"Dear sir, Your channel news is helpful for all. It is really informative. Neat and Clean video."
254,Stephen Bryant,Biden’s final statement 1:40:45
255,Serena Patterson,"""the talk"" that these people have with their children instills fear in their children which causes them to pull a gun on a cop which gets them killed its sad but its true.. its the reason they have so many cop shootings... ""the talk"" does the oppisite of what its suppose to do... smart people have ""the talk"" with their children too except there told just stay calm , do everything you are told exactly like your told and dont argue with a police officer , if you disagree with a police officer , thats what court houses are for... you will get your day in court to tell your side of the story . If you truly are innocent you will get out of trouble you dont need money either ..."
256,Joel,hes right about california its falling apart
257,Team CIBD,"- Why sleepy Biden is always sleepy?
- He lives in Beijing time zone.
🤣🤣🤣"
258,awshelley,Chy-na!
259,Dixie Rect,"Closes borders: OMFG WHAT A RACIST
Opens borders: OMFG YOU WOULD RISK OUR LIVES WITH A VIRUUUS???"
260,Mia Rose,Great job well done Kristine Welker!
261,John Kula,This lady did a efficient and clean job. Props to her.
262,Logan Bruce,millions and millions
263,Drrizzy Dreww,It’s very true that when minimum wage goes up small businesses go down I have seen it first hand
264,Lisa Unander,"how many times did joe say ""come on""  just asking...come on man...lol"
265,Levi Johnson,Joe seems off in the way he speaks.
266,Rudolf Werder,1:27:20 The answer that silenced everyone.
267,Joshua Toribio,"So, who's going to be Hokage of the Leaf?"
268,Kyriakos Karoullas,1:21:39 Joe Biden Dimentia
269,Kamil Nurkowski,"Wow i'm amazed, moderator was really great! She controlled debate so it was clear who's time is to talk but she also intervenied to allow one to answer when other one insted of answering accused the other of something."
270,Subham Barada,At least we got to hear both sides without too many interruptions.
271,Foster chance,particularly the portion on cocaine? jeez id say weed goes b4 that but i guess hunters been pushing u on that one so he dont get sent to jail anymore for his habits...
272,Варненска Групировка,"""you need to be able to trace people""- Joe Biden         He sure rushed over that statement real fast but i know it is in him and his platform. China 2.0      26:40"
273,Quatario Ellis,Aaaaaahhhhhhh!!!!!
274,Greatness Television network,"""Why didn't you do it"" Trump lol"
275,Jannik 17,Angels vs demons who will win ☺️❤️🕊️
276,John Birdwell,Are we running out of time? 2 mins  right? Can’t remember.
277,Galantis,"FROM FURURE I COME, READ THIS message for this present, biden is going to win and trump will not want to give biden the victory of election, saying that biden has chetaed the votes ,and he will start a secret investigation pretending to still be the president and trying to put down biden ,and fake all America...ill go back to the future, things will be worse,end is near"
278,Seto Kaiba,last moderator still in counselling
279,Mihai Adrian Negru,Came here to see the comments :)
280,The Mighty Rollers official,Wow Nancy Pelosi is that powerful...wow I didn’t know that!
281,Kristijan Ahčin,why do you fly everywhere joe? ;) if you wanna shut down oil?
282,shola ebofin,Trump ❎
283,Pedro Garcia,Electric cars!!! also make lot of pollution  too!!! Sleepy Joe?!!! come on !!!!
284,BadBxtchXAudios,So simplistic 🔥 me up cuties
285,ilyn Payne,The video starts at 9:22
286,HyperBonk,"I always have a hard time figuring out whats real and whats fake with few exceptions. One thing I remember being true for certain is that Trump made around $17 million dollars in China and that he has a bank account out there. Yet, in 38:00 he announces that he hasn't made any money in China. I'm uncertain of the rest of the information, but I know he's lying about that"
287,Edgar Calo,1:27:22  I thought my internet connection didn't work 😂😂 but actually did 😂
288,Ben Piscedillo,Joe Biden loves to break the 4th wall like Dead Pool. So true...
289,luis llanos,We are in depression now.
290,Kristijan Ahčin,biden gives me the creeeps. I would not want to be in the same town as this clown
291,Float Circuit,I wanna start a satirical clothing line called “Americans Don’t Panic” 😂😂😂
292,Oceantic King,He’s got my vote!
293,Whistling Banshee,By all means destroy the oil industry. You're going to run out of oil anyway in a matter of years anyway. Destroy it now or destroy it later. It's on a death track either way.
294,Forest Green,"Kills all 🐦🐦, my God 😂😂"
295,Yak1B,Thanks Wall Street Journal.
296,EVANGELIST BEN,15 an hour does close buissness's down!
297,Laurie Grube,Joe got a cookie after this debate - he went into hiding for what? a week or longer to prepare - seems shock therapy works - it may not be permanent but he got through this.
298,Kevin baumgarten,“Nancy Pelosi was dancing in the streets in Chinatown” 😂
299,Bjorn Ironside,"""this moderator was better then last one""?come on,men))she just said the rules, without these two can't debate,and they was no aggressive ,i dont know why, it's strange)))(i didn't see full debate)"
300,Patrick Tuorto,Biden starts to get punch drunk around the 1:23:22 marker.
301,Ioanna Liakou,where was this moderator in the previous debate when we needed her ?
302,davefletch13,"Wind TURBINES, say it with me people Wind TURBINES!"
303,Studio Jopa,Big respect to the moderator. She was great.
304,Tyrone ALL POWERFUL,Both of them need to stop all that lying 🤥👈🥴👈
305,Joni VG,"She was an amazing moderator, good luck with your election guys. Love from Europe, as always"
306,Christmas Love,hallmark film
307,MoonRaker,"14:20 Biden a poor liar. There is ZERO chance of an additional 200, 000 US deaths by the end of the year.  At worst you would be looking at around 60,000 going on the current data.  That's isn't good either, but he's grossly exaggerating the deaths going forward."
308,Trekbot Gamer,"Trump really said ""I take responsibility"" and ""it's not my fault"" back to back"
309,SH,"""the Republican Congress."" 
I thought my internet went out 😂
1:27:16"
310,Fernando Cruz,Biden just lost this one
311,HOBO T,I just watched cardi B interviewing Joey B. Go please please please go and watch it great interview🙏🙏(people who haven't)
312,Ricky Darmawan,1:21:40 You mean the laptop is now Rushia Rushia Rushia hoax????
313,Chris,"""I'm the least racist person in the room"" 
-usually the most racist person in the room"
314,Anna-karin Möller,"Biden lies live, smart dude"
315,3dgar 7eandro,This two need to talk in front of a judge or jury that makes sure either lies. Every word needs to be check out. Otherwise people could not tell who is telling the truth and who is just saying nonsense...😌
316,Game Oh thawn,When you raise the minimum wage the price of things go up when things go up you loose business then you close say that again Biden!!
317,Kristijan Ahčin,"or sniff a minor, joe?"
318,Kaz Anne,"'Who put them in cages Joe?""..."
319,Levi Johnson,We do have resources to open. It's called self-government.
320,abdenbi CHIKOUN,"The cartoon crisis
Social media campaign calling for the boycott of French products from supermarkets in Arab countries,Turkey and Pakistan."
321,Christmas Love,thanks
322,Alejandra Reader,"I love this moderator, she doesn't constantly say ""thank you mr. president"""
323,Shabir Roshan,This is more entertaining than Netflix
324,virtuosowins,Go straight to 10:00 for debate start
325,Franchesca ONeal,She must have kids. As a mother myself I hear it. To include the hands. When children are too excited to hear you they see your hands gesture them to stop and it registers.
326,DonAldutcher,"1.     19:20 
2.     21:02 
3.     26:58 
4/5. 40:03 x2 - It took a little bit to get here again, but BAM! Double Whammy!"
327,Denise Bundy,I HAVE VERY PERTINENT INFORMATION FOR THE UNITED NATIONS ... AND THEY KNOW IT
328,Tim Gels,"""americans dont panic"" lols"
329,Aj Santos-Chong,#RobinHoodloom
330,Chelsea Voiles,whoa
331,Yo its Shepard,i live in Pennsylvania i vouche for trump on that fact
332,Sean Price,Yall really believe in this corona stuff...let me know pls?
333,Azmeh Ben,Baiden....👍👍👍👍👍👍👍
334,asani kayina,"POTUS is the key person for the world at large. Vote wisely 🇺🇲🙏
Will participate in Prayers. 🇮🇳"
335,homer3234911,THE FLU KILLS THE SAME
336,Robert Denmar,BYE  BYE JOE
