,Name,Comment
100,HLulea,"The Villages is sure a geriatric nightmare as well and I would go there to retire, but n thanks, but thanks.
This elderly group may end up so disappointed after election day."
101,Jeffrey B,Can't believe our taxes are paying for this ABC biased BS!
102,Johnson Rewan,"COVID is used by such outlet as this and others as their weapon  for  propaganda  against Trump, but will not suceed."
103,Ronald Morrison,"We must have public safety, health, responsible fed. govt leadership!"
104,Matthew Bluhm,"If the oldies are behaving like thugs, what hope for the rest of the country?"
105,da g,Trump 2020. Coronavirus death in all countries get over this notion it’s Trumps  fault look outside the USA there is more to the world
106,wellington Paurosi,It's a shame that Trump's opponents have nothing to offer except celebrating the corona virus and hoping it kills as many people as possible so that they could blame it on Trump.  As a black American i have no choice but to vote for the only candidate to try to deliver something tangible for my people and that candidate is Donald Trump
107,Roger Hill,Someone in Australia really has it in for the U.S. President...
108,Julie Frazier,"That red MAGA hat is grotesque. It's hard to believe these elderly people want to spend their last years like this and in a brightly lit banquet room where everyone looks saggy, baggy, and haggard."
109,Two Heart's Farms inc. None,Can anybody tell me where the Republican party's mental institution that they find their candidates in. Please I really want to know.
110,Basketball Fan,"I'm not a residence of United States but to be honest all the data that are available through CDC website and many other well known sources state otherwise , if you look the number through an unbiased view and try to block what you've been hearing throughout these months you will come to the conclusion that though we have a virus ( of course there is a virus ) but its not that big of a deal as they making it , in fact if no one informed us about the existence of the virus we hardly have even notice it as all these virus that we live with through out the centuries ."
111,Jose Carrizo,"""He loves God."" what a stupid comment!"
112,Skip Martin,I can't imagine living in a hell hole like The Villages.  I'm 73 and free.
113,harpmaster480,"This segment is a joke.  It's way too obvious, one-sided and filled with dramatic music and loaded language.  This was definitely not news, but rather a tirade."
114,Ms Smortion,"""Never before have we heard a president delegitimise the most democratic election system in the world"".  Who are you people? ""...democratic election"".... you have to be kidding.  The USA is so corrupt, you buy and sell your politicians and the rest of the world just watches as your ""developed"" country goes backward on the social progress index.  The USA, along with Brazil and Hungary, are the only countries that have declined ranking in at 28th!!!!"
115,Allison Marie,And may we never see his like again!
116,Andy Barnett,citizens can't vote until they are 18 years of age...we should limit that right after 70 years of age.  If you are too old to live with the consequences of your decisions then let the rest of us decide.
117,Maria Hoffmann,God is our judge. Stop judging each other. And stop judging The President of the USA. God's choice...
118,Michael G,All his supporters are dying because they don’t believe in it
119,Maureen Tornetta,"Hummm, wait my Florida friends when trump goes after your social security and Medicare. It will happen trump will take take it."
120,Francis Leo MukhangHORSE,"It has always been about the narcistic him, he hungers for credit. Trump made his defeat possible. Nobody to thank but the great him. (my middle finger to his face)"
121,Don A,"Problem is.... Too many people actually believe Fox is an actual news station. It's not!!!  Biased.  Faux Gossip!  Open your eyes America, Fox and Trumpo have dooped you!!!!!!"
122,Jo Mama,"Yep, GDP numbers just came out at a 33%.  Definitely the end."
123,HLulea,"He only cares about himself and I don't understand how his followers who are basically the same at each rally are left stranded in the cold after the rallies.
His presidency has really been a nightmare and this better serve as a lesson to the American people when electing any future leaders for the higher office in the land."
124,Oliver Pappas,"And yet, every time you hear a messed up horrible story it always start with “Florida man” how is this hellhole decoding every election?"
125,Flyingo Som,"if Trump loses ""it was rigged! mail in ballot fraud!""
if Trump wins ""mail in ballots are great, believe me, probably the best way to ever vote"""
126,berracahband,"Medical doctors will confirm that stress lowers your immune system. The more stressed and depressed Americans are, the greater their individual risks of contracting the virus. Acknowledging our great front line doctors and the advancements we have made medically is a good thing. Telling people not to be afraid after pointing out that we have medicine and resources is not the equivalent of telling them to be foolish. It's pointing out that not every coronavirua case is an automatic death sentence (which is what many Americans still believe). Him saying to not be afraid is actually harmful to his campaign because some Americans that support him have lost loved ones."
127,D'ali C. Zargham,"100% read tome waites's words on november 
trump done November
Tom Waits"
128,P RK,"America - ""the most trusted democratic system in the world - 43.22""

The world - 🤔🤣😆. Nope, never was."
129,Platypus Paws,"Trump's Policies had actually gone very well & America & their Economy was going great until COVID.
Obama had called Trump's economic goals ""impossible"", yet the same media falsely gave credit to Obama for the very things he said was impossible and had not come after his own policies or where connected with them."
130,LAZY DOG,Looks like the Trumpsters are here 🤪
131,Peter Gullerud,"""So many people like me have died for..."" Lol."
132,Hayden Brouhaha,"It's still astonishing that this reality TV star, this transparently corrupt conman and compulsive liar, has such a hold on so many millions ."
133,ELTF,All the media hype and  prediction of his defeat will not come to pass! What happened in 2016 will happen again.
134,Bob Flippa,"I'm not the smartest guy in the world, but it's nice to know I'm smarter than at least 42% of the US population."
135,Ronald Giroux,"America is at a crossroads but the paths don’t lead left, right or north, east, south, or west........it’s up or down!"
136,A Farkin Conspiracy,"The differences in how the police handle that white kid with a gun (who just shot people), vs an unarmed African-American, is exactly the distilled problem of the USA."
137,Matt Gimblett,"Yay Hilary Clinton and Biden guys, don’t forget about Bernie 😊 blm and lgbq life’s matter too guys.... yay 😀"
138,Adejoke Loye,None can successfully cancel Jesus in US. IF it will take a politically error like Donald to retain Jesus in US God will do it. A nation under God GOD BLESS AMERICA
139,Rosita Tan,To the seniors does he love you all by lying about the Covid19 virus?
140,lee smith,"Trump has done a lot of good, despite the actions of the democrats continually trying to block his every move, the constant investigations and baseless accusations."
141,Firesgone,"9:35 Oh my god... Does she not remember that Trump refused to say the ""under god"" line in his presidential inauguration?! 

That was kind of a big deal!"
142,Jaawed Khan,"THE RED COLOUR IS A SIGHN OF DANGER AHEAD, IF WE WE ARE HEADING TOWARDS RED MEANS WE ARE HEADING TOWARDS DANGEROUS SITUATIONS AND GREATE CHAOS. PLEASE TAKE THE BLUE TRACK THE TRACK OF SAFETY AND PROSPERITY."
143,Jean-Baptiste Castelin( Artiste ),"No Trump 

My America is a road without red lights
 From the Hudson River to California"
144,Danielle Calderon,“The guy in the golf cart is shouting white power”. Lol. People have gone insane
145,Big Foot,Why do they keep saying Biden is leading. Are therec secret Biden voters.
146,Ginger Golden Allgire,"Very good broadcast. The different sides and yet showing the way of what we-ALL Americans-must deal with going forward to heal the country in the coming years. It will not be easy, nor short term. The bitterness and distrust, along with COVID-19 must go through the grieving process. We have to get through the election results, the anger that is certain to be there just as it was in 2016, and any issues around (hopefully) transition. We have been through an increasingly devastating war these last 4 years. With a trump win, it will begin to look like Syria. With a Biden win, it will take a lot of hard work by ALL Americans. Biden and the government can’t do it by themselves. It is going to take us to work out our differences peacefully, to recreate trust in people and our government, to come together to rebuild the cities torn apart by violence and to join together by open communication to make certain communities don’t have to erupt into violence because people’s voices are not being heard. We need to take some collective deep breaths during the next few months and hope we all return to sanity and deal with the issues most necessary; taking care of each other with no distinctions."
147,john higgins,"THIS MAN COULD QUITE EASILY PROVE TO BE THE NEXT ANTI CHRIST AFTERALL HE WAS BORN IN SCOTLAND AND THE PROFITS STATE HE WILL COME FROM EUROPE AND WILL SIT ON HIS THRONE IN TEMPLEMOUNT ,AND HE IS BBND ING OVER BACK WORDS TO HELP ISRIAL AND HE HIS FAMILIERISNG HIMSELF WITH ISREAIL."
148,Carl Wilson,It’s not Biden vs Trump. It’s Old man v Petulant Child.
149,Grant Solder,Trump is fake..he’s trying to discredit everything. He needs to be removed from office. He will not be the next president. Because America is smarter than that.
150,Matt Gimblett,"Yay Hilary Clinton and Biden guys, don’t forget about Bernie 😊 blm and lgbq life’s matter too guys.... yay 😀"
151,MrFatcatscott,This is really unfortunate that people with education are outnumbered by those who are not.  It is appalling to see those less educated group of people armed with guns and calling themselves militia as if they were up for some crucial mission.  They are lacking capabilities to make sound decisions due to their stubbornness and limited mind.  It boils down to this; education is such a precious commodity.
152,Ishmael C,This just goes to show what happens when half of the nation drinks Conman kool-aid.
153,Ricardo Xavier,"If Trumps won again, american constitution allows all states to split off. They should join canada, adopting their system and constitution, without any questions. 4 years transition to allow wealth swap and nationality choice decision."
154,Earl Boots,The republicans in DC will see what comes next.
155,Bart Simpson,I think Trump detractors are not as innocent as they want to seem to be.
156,Darren Edmonds,theres radiation in the water at yellowstone - i can convert the signal into music - or sunlight stopping the volcano from feeding on the radiation - i will let mike pence know as well
157,Lily !!!,wait did that lady just say “people like me have died for this country” or am I trippin
158,SomethingStupidYT,1:42   The US is more divided than ever? Has this clown ever taken a history lesson?
159,fk globalize,"Unfortunately I hv 2 won't him 2 the winner because I'm shore if stays as president again at least we r going 2 hv a change. Because is going 4, many v China"
160,Benjamin Teklu,"This is the sign of the down falling of USA, the most powerful country of this time. She will fall down as the Romans and other powerful empires fall down too."
161,Kelly Ly,"There are two groups of people in the USA Today, one is they won’t vote for Trump or Biden, 2nd is Trump’s hater straight up."
162,Fotara Bryone,‘Business’ president spends tax payers money on military to boost manufacturing jobs 🤪
163,Mg Po,Amerian eletion is more serious than we should know.
164,Maria Marlene,people Not wearing facemask is that Trump's fault??? rediculous people know for thier safety blame ccp covid19.
165,ShedAntlerLife,Just wait till Biden tries to strip you of your second amendment rights and then you will know Tyranny
166,toniodotcom,The U.S. is the only country where you can die for the constitution and testify about it on the mic.
167,Robin Johnson,My mail-in-ballot has a tracker on it. I can check its progress daily if I want.
168,JUSTINcredible Translation,"This lady in the hat, though... why does she seem a mad?"
169,Macksta,"You should never have to  support someone especially a president  and then qualify why with an excuse for something  bad they did. Which you see so many of his supporters doing.
They literally have to make an excuse for every bad thing. 
That happens  so often & for so many things you can't see how the supporters don't see how collectively he is dumpster fire train  wreck & America is the burning mangled tracks left in his rear view."
170,Ronald Morrison,Must have a natl register of police officer misconduct!
171,Goldflower Ong,Bhind closed door Trump's a very dangerous man...
172,level7,"Hey lady, you look ridiculous in that hat 🤭😂"
173,Wolfie Wolf,12:53. Love this lady!
174,Ris Vill,"Too bad those senior citizens in the Villages don’t care about their grandchildren. Trump winning this next election sets the tone for the future years of their grandchildren.  Teaching their grandchildren to not care about other people, to be selfish, to be bigots and racists, and to be in a blind Trump cult.... basically, to be idiots. 
Omg that guy is shouting “white power”. What a terrible role model. "
175,Aquadisiak,"The Republican Supreme Court rules that ballots that are mailed in even though postmarked before election day will not be counted after election day. Trump fires head of post office and 24 of the top executives and puts in a top donor has head of the post office. In Trump's attempt to slow down the mail to kill votes, He then starts removing mail sorting machines removing postal drop off boxes only allows one drop off ballot box per county and cuts the hours on postal delivery people. As an American we no longer have a democracy we have a rigged ballot system by whoever's in power we are turning into a third world country."
176,whitesky18,"To set the record straight: Our ""democracy"" is NOT the most trusted in the World. You need to look to the Northern European nations for that kind of trust and respect. Our so-called democracy is rated alongside of Venezuela and Zimbabwe, both ruled by strongmen who stay in power by subverting the election process. Nothing to be proud of there..."
177,zen master,The Villages is an American nightmare.
178,S F,Can we talk about why Trump looks like an orange Oompa lompa
179,Blessings,We need changes Vote for Joe Biden and Kamala.American People is waiting for a Vaccine Trump Nothing try Nothing done. Everyone immune system is different.Corona virus is still on the rise under the Trump Administration it a shame.Who feels it knows it.
180,Shea Sinclair,I’ll come back to the comment section after election night. 😉
181,nraughmoobkhosiab Xiong,I don't trust a lot mailman because they threw a lot of   our votes by mailing a way this was part our problems on this election.
182,Kat Ferguson,Wow. The two 747s going down a day REALLY slammed home the magnitude. The visual in my mind is very clear.
183,kat undmaus,Source of the numbers? Uranus or anyone else's for that matter.
184,Southernlights,This is such a stupid question that only the Marxist Australian ABC can ask. You compare the Trump rallies and the Biden rallies and it becomes plain obvious that the polls are manipulated.  Short answer to ABC: President Trump is gonna win by a landslide!!!!!!
185,breakit46,"This is a right hit piece, see you not mentioning Biden and his sack full of corruption and worse."
186,Anthony D'Agostino,"One of the therapeutic drugs that were given to him, we're made out fetus cells. How is he supposed to get his vote from the Evangelicals, who are against abortion, when he has taken this drug?"
187,Kenster,Imagine coming to The Villages as a non-white person
188,Marié telléz,"Yes I don't let it dominated me ,  my friend died of cv19 😰"
189,Thomas McCabe,Well you shouldn’t of been doing anything wrong those are the chances you take
190,Asahi,"We need to think what is best in America interest, we need to think above and beyond for the brighter future of our America. Our decisions are matters. We need to be United we need to fight together."
191,mark Tanner,2:30 Why does Trump have a giant broccoli. He doesn't even eat vegetables.
192,Kenny Thomas,The end should have been when he was impeached.
193,Oluwaseyi A,He loves God? He doesn't even love people he can see on a daily basis! These people make me sick!!!!!
194,Yaniv B,"Cant you guys just report the facts and how both sides see the situation? That ending was disgraceful, so transparent in its bias and inaccuracy ! 
""Trump has left a trail of destruction"" ?! Covid19 and BLM riots were completely out of the government's hands, that cant be said about you the tax funded ABC."
195,Edward Amina,We Will See Who Will Win Again I Can’t Wait Till A Liars Tongue 👅 Fall’s Out
196,Here we Go Again,Done with this bad salesman. This country is a divided mess thanks to Trump!
197,Mamamia,"I feel that he never had it,he just used a some kind of recovery would be used as propaganda to make him win?"
198,B Yip,"The “demoncrats” and main stream media have never accepted the reality that Trump was demoncrately elected in 2016.  Short of having him assassinated the corrupt democrats, FBI and DOJ have used the news media to attack his presidency to remove him from office.    I give credit to American citizens who have not bought into main steam media propaganda such as CNN. I predict that if Trump wins, it will be a landslide victory.   Ironically as it may sound, I fear this may indeed be the end of democracy in the USA if the DNC once again rejects the election results and continue to attack Trump leading to a possible assassination."
199,Joe Phil,"I had a nightmare he won last night and America was going to war with china, Russia, japan, and all the countries supporting them, we had no lockdown for the Corona, which was leading to everyone getting sick and dying. He made women's rights illegal and gay rights illegal. He made strict laws against anyone making fun of him and was arresting anyone who was against him. People followed him blindly and said how great he was while he completely destroyed the United states."
200,Vyas Chady,"The End for you all the corrupt fake media, as soon as he is re-elected."
201,Dan Lam,"someone will destroy the votes, NOT QUALIFIED"
202,Dr Zaius,"9:47 “to protect the constitution which so many, like me, have died for...” ummmmm are you a ghost?"
203,Nef,9:35 I legit jumped off my seat
204,C W,"HE DOES NOT COME FROM SCRANTON, PA!! HE HAS LIVED THERE"
205,Its Me Racoon,“unpredictable” 😂😂😂
206,Field Marshal Doge,@9:37 it's hard to take her serious 'cause of the giant hat lol
207,baldog statue,"If trump wins for another 4 years,,im really sure there will be no  more united states of america anymore by the end of his term.. 
Trump gets stronger if america is divided and im sure he will even push more on dividing america because im pretty sure he will be aiming to change the constitution that will make stay in power for as long as he want..
And within those 4 more years is what im worried about.. because the dark we experiencing now will get even more darker to the point of no return for this country!! "
208,giovanna Looi,"ABC, do you actually do an in-depth analysis or just narratives that suit you ?"
209,Wendy Flores,"Covid 19 is here,  how is Biden going to do better than trump in managing covid 19?"
210,Ilya Katsnelson,Biden will sell you and buy you and sell you again but at a higher price.
211,Kay Maria,A room full of low eye sight bad hearing and no senses  Bless
212,aj donjuan,"The woman at 9:50 needs to  ""get that "" that hat needs to go. I'm just flabbergasted by how senile she is."
213,CheesyChicken4LiFe,"Classic abc, one sided biased based substandard reporting."
214,Simone Kam,"Kim Hoggard...what did you think Reagan's ""trickle down"" economics would lead to. 
40 years later here we are...sick, broke, barely educated and divided."
215,Charles Leung,Four years of embarrassment is enough!
216,K S Spider,he bring back more jobs to USA
217,warntheidiotmasses,4:56 1000 people a day dying?  How many a day were dying last year?
218,Alfie Jordan,Need some one to bring America together not to seperate it
219,Matt Lord,"Wanting to Live in the past,  is not living for a the Future.  The past is a lesson to make the Future a better place to live...   Except for the SJW's.. Wish that was in the past."
220,hendry ly,A big bunch freaking liar clown! VOTE HIM OUT!
221,Wolfie Wolf,14:44 Bet cases tbere are skyrocketing everyday. Scary!
222,tony papastamatis,Defund The ABC
