,Name,Comment
134,Goo Munday,Why do I feel like I’m watching a married couple fight
135,speedguy20,"""We have urged Americans to wear masks, and I emphasized this is a patriotic thing to do. Maybe they’re great, and maybe they’re just good. Maybe they’re not so good."" -Donald J. Trump August 13th, 2020."
136,Killian Dato,Everybody should go watch the UNEDITED version and see how the interview really took place. Leslie is disgusting
137,Robertson Jacobson,"""this country will be in a position it has never been ever"" well technically he's right lol"
138,Marc shan,"You should watch full interview, it's  not like this ,his answer quiet powerful"
139,Nic W,"“My justice department”
The same Justice Department that sued me for housing discrimination"
140,Adventure Escape,He got out of there like there was a Military Draft coming.
141,Ya Swag,This is seriously the most biased interview I’ve ever seen this is ridiculous
142,Luis White,WATCH THE FULL INTERVIEW DO NOT LISTEN TO THE MEDIA!!
143,Azozeo,"Pence, you sold your heart."
144,Jeff Combest,He can't stand the stand up against a woman in power the disrespect that he's saying towards her she should have cut the interview
145,Gas Monkey,"When I have one paragraph left on my essay, I basically turn on Mike Pence mode
super effective for that word count"
146,Shaun Kelly,Within her eyes and through her eyes I can't see a soul.
147,LeftWing Lewis,16:40 cringy kayleigh.
148,Eliteguille,Bet all my future millions that if I watch the Biden 60 Min interview he is the angel
149,Bestany,"The spying on the campaign accusation has been written about in the Chicago Tribune, discussing evidence for it. I’m not a Trump supporter but I know this."
150,Saanvi Sai,This looks like an episode of parks and recreation 😂 Even the interviewer's name is leslie
151,D Les,5:29 👿the resemblance is uncanny
152,Roxana Marroquin,I get that he has to encourage masks but if the ppl don't choose to wear them then how is that his fault theres no law yet that makes you Have to wear A Mask 😷 🤷‍♀️🤷‍♀️🤦‍♀️
153,It's Private,I wonder at around what time did CBS sellout to the DNC? 60 minutes used to be a credible show
154,Jay Lin,She's in attack mode😶🧐 Now she's  being grilled🤐
155,DrMistycal,It's so absurd that every interviewer has to talk to him like he's some stubborn kid
156,Jarvese Jos Chandanaparamban,TRUMP 🔥🔥🔥🔥🔥🔥🔥
157,Sim V,this needs oblivion music over it.
158,Cesar Navarro,cheeto for prison
159,Dianne Lo,What a dodgy pair--pseudo religious and psuedo coherent.
160,Dave,You know its going to be a spicy episode of sixty minutes when its only 20 minutes long
161,Stanislav Kolomiets,"African-American stand under building and smoke, a drink"
162,CAROGOPRI,I saw the unedited version already blonde gargoyle!
163,Revoli,Why does this video get that many likes? This interview is so biased!
164,nugget9k,When did 60 Minutes turn into a disgrace?
165,Shawn Jang,"Any interviewer: How old are you?
Pence: I think age is a really great aspect of any human being that should be cherished every single minute. Whether you're young or old, everyone should have things to look forward to. I know my grandma does."
166,Elmer Fudd,"People that make me look stupid, asking those biggly questions, Donnie dont like, people who are mean to me ☹ I like Putin because he's nice to me!"
167,Miller Wong,"As a liberal I gotta admit he was saying ""love me"" in a joking way and Lesley was misleading by making it sound like he was begging."
168,JC FABI,Why cant he accept facts?
169,krsn,One prophecy says after Trump there will be a mad man who dump America says nostradamous
170,Dat Meme,Hilarious that every page she flipped to in that fake health care plan looked blank.
171,james drayton,That book at 17 mins is blank. Don't tell me it's filled xD
172,Marina Burrage,I agree ☝️ for thanksgiving it’s up to the Family if they will get together on thanksgiving smart answer
173,Joe Anzal,i waited 8 years...for dementia dad and hussein howdy doodee to do something  so consider yourself lucky
174,Sonia Teneyck,the face he made at 7:59 cracks me up everytime lmao
175,bluejeanswhiteshirt,“You know what I am gonna leave” 🏃🏃🏃🏃🏃🏃🏃
176,জীবন সাথী বি এস,👍👈🌹🌹🌹
177,AWSOME67860,What happened to the rest of the seven minutes of footage ?
178,Wawan Suryaputra,Trdump!
179,ice,What a terrible interviewer. I live in Australia and have never heard about her but shes horrible!
180,Jackie Gies,"shows us and tells him what he actually said
trump: “i didn’t say that. what are u on about?”"
181,Clarence Jones,15:52 what a snowflake this guy is.
182,Sinister Squirrel,This women is driving a nail into my head
183,Fernando TT,they wont put the whole thing and they put voice overs... some bs right here.
184,Adson Castro,He is reelected already 🙌🏻🙌🏻🙌🏻
185,Jake Wilson,“Leslie...that’s such a vicious comment“ 🤣
186,Monteph,it seems as though she simply came to challenge and attack....
187,Roke Bx,😅🤣😞😅🤣🤣🤣🤣
188,Jose Paul Loor,Wow
189,Joe Rose,"When talking about the healthcare plan Trump says ""We have a plan the likes of which no one has ever seen"". Finally! Trump was honest about something. I agree that your plan is the likes of which no one has ever seen, because he's on the non-plan plan. No one has ever seen it because there isn't one 🤣😂"
190,ROOKIE,This interview is uncomfortably reminiscent of a fight between a married couple.
191,Ryan Kinnear,"Even with the editing, they cannot hide the bias. Go watch Joe Hidens interview and tell me she is playing it fair."
192,NC Ni,Sign of Alzheimer symptoms...
193,Mikael Campbell,Why does he keep on saying we got this under control
194,Oswaldo Mego Panduro,"I love how she confronted him when he waa caught lying, I guess he is not used to it. According to Trump everything is fake news if it goed against his opinions and lies."
195,Tacticalix,"It's funny when Trump said the hardest question they ask Biden is ""what flavor ice cream are you eating""."
196,DaBoiDanny,13:37 why is Biden’s Ice cream preference a scandal😂🤣
197,Natalie Guerrero,"Shouldn’t he want the harder questions? Wouldn’t it give him more credibility if he was able to answer the hardest questions (in his opinion) that have been asked? And shouldn’t the president be able to answer, or at least try to answer, tough questions since he has the toughest job? What does it say to the American people and the children of American when we watch our president walk away from a situation when it gets tough?"
198,Michael Zhang,Liar
199,Pykes Pedrera,Liar
200,William Beal,I am getting tired of these two parties
201,Tomas Rodrigo Salmon,Where are the other 2/3 of this interview?
202,Richard Ramon Mena,"Trump's response to Miss Stahl in bringing up Biden in not being asked tough questions is like a little kid Trump blaming the other for not being treated fairly. Trump acts like a spoiled little kid.  Is this the way our President should behave, like a spoiled kid in the eyes of the world and Pence supports this.  SAD for America."
203,Emery KJ,Lmao
204,corey,"Mike Pence kind of looks like and reminds me of The Stag Commander ""Cyrus Temple"" from Saints Row The Third 🤔"
205,Rlinda mcfarlane,DEMOCRAZY WONT HELP . WE WEAR MASK WE STAY 6 FEET APART YET THEY CLAIM VIRUS ARE UP
206,Octavio Castruita,Y’all see how she said be careful 🧐
207,Kevin Seegers,60 min 🤢🤢🤢🤢
208,Someone s,The lock her up is clearly just some fun
209,Aphonic TX,"""...When I finish, this country will be in a position like it hasn't been in, maybe ever...""  Well.... He's not wrong."
210,Mellowout Vlogs It Out,the pause at 0:57 i was dead!! lmao his heart failed
211,Masema,This felt like a interrogation not a interview
212,Houston & Cali P.M.,Agenda setting theory. Media shapes what they want the people to see and what to believe. Media frame the angles of the news how they want their audience to see.
213,Artsiom Sukhaverkhi,Watch full interview without 60 minutes adjustment. 60 minutes is fake in my opinion.
214,Ryan Sharp,"Title: 60 min interview
Video: 20 mins
Me:Impossible"
215,Jacob Hillenbrand,How about an interview with Jo Jorgensen?
216,M Glory,Something most important has become really clear. What media really is in 2020.
217,Ashley Marie,07ĺĺ??
218,Vlatkov,Haha he is fighting all by him self hahaah
219,andrew james,"Trump has been doing a good job truly speaking, 5 months ago i was in the united states of america and i was infected with covid and i thought i was going to die, but the hospitality, love, care and kindness i received was one of a kind. I felt i was going to be treated like a trash cause i was in another man country. I am grateful to God for the few people i met in USA. I don't know if anyone reading this right now has heard of Lyra Holt Dean, i am not here to promote or advertise her, i feel she is someone we should have to learn one or two things for she has been helpful to me. She brought financial freedom to my life and the life of my family. We will forever be grateful to you ma. after i tested negative for covid i was down financially and she changed my story around and today i have been successful in trading crypto currency. It has never been a loss. if you wish to reach her info@lyraholtdean. com. All praises to Donald Trump i can't thank him enough for his love and kindness towards me even though i am not a citizen of America and i also thank the Government too am really so appreciative . Hopefully i will be back soon SMILES!!!!!"
220,G Brown,This is BEAUTIFUL.
221,LINES TELECOM sellers of landline telephones,"ആശംസകൾ, ട്രംപേട്ടാ.. പേട്ട രാസ്💃🕺👯"
222,Ziven Adelino,"The Idiot leader once said that: ""Trade war is easy to win"" Covid-19 is a seasonal flu "" "" Injecting disinfectants on covid-19 patients is a powerful way to get rid of covid-19 ""
Corona patient deaths in the US are five times more than flu patients
9,216,316 COVID-19 infections  total dealth 234,218 indicates the usa is being led by idiot clowns, and show US no super power. November 3rd 2020 is the perfect time to replace those idiot clowns"
223,Johny,"One of the worst Interview i ever seen, If we can call this an Interview, all we can see is a person trying everything to put Trump election down 
This Stops where she gives here opinion trying to give you an Horrible idea of Trump Administration
Fellas is like puting an Pittsburgh Steelers channel interviewing an person with connections to Baltimore Ravens "
224,Edward Phillips,He really said aiight Imma head out
225,Karl Matson,60min Strait- GARBAAAAAGE!!!
226,Patrick,I'm surprised the fake 60 Minutes left the comment section on. They usually censor it.
227,A Z,Basically 20minutes of lying and deceiving
228,Shayla N,"Biden’s interview seemed fair because he doesn’t react to questions on a personal level the way trump does to “challenging” questions. As the president, he should be intelligent enough to respond and explain himself without getting his fragile feelings hurt. Of all people the leader of a country should be capable of  professionalism and maintaining his composure. Not storming out like a child. My grandma in all 90 her years is so ashamed of this man’s “leadership” the past 4 years and I can’t say I’m against her beliefs."
229,Dominic Sklar,"If this weren't our reality, this would be comical. Oof!"
230,Michael Kempany,"I thought it was an interview, not a debate"
231,Master Roshi,can someone tell me when the economy was technically better than it was with Trump?
232,Allen Davis,Do we have access to the health plan they gave her
233,Maitrik p,They left the comments on. I give them that.
234,_Kuri •Victuuri_,the face he made at 7:59 cracks me up everytime lmao
235,Ben Wiedemann,He should be asked tough questions she says. Do masks work. Like bruh smh
236,tmarc1127,Blame the media for everything going on
237,Body Transformation,curious if nancy pelosi will be appointing lesley stahl as one of the new justices as democrats begin to pack the courts.
238,R T,4 more days just 4 more days 🙏🏽
239,45ZI,i think the unedited version of this interview is more interesting
240,Paddy Cable,How would he cope with Prime Minister’s question time every week if he were in the British parliament?
241,Ekrem Fatih Sonalp,"I think we don't need Netflix, Amazon etc. We can all watch politicians for entertainment."
242,Johan Newaz,"""The Buck Stops here"" vs ""Everybody has to take a little responsibility..."""
243,wrotedog,Trump couldnt hang so he walked out on her then sent mike pensk in to clean up the mess he left. 😆
244,Master Roshi,"""Can you characterize your supporters""...... pshhh"
245,Dark Aesthetic,this is giving the R.Kelly's interview a run for its money.
246,Daniyal Rahman 2016,Why have 60 minutes not provided protracted figures likes the Biden interview ? It can play on people's minds when you see figures
247,Gio Perdomo,Can even answer a question!🤦‍♂️
248,Alex Gonzalez,In the US this is what we call the trump virus what a joke blame everything on him lmao my government a joke
249,Jose Vargas,"Ask Trump about the prison reform, ask trump how he wanted to do another stimulus check but the Congress couldn’t decide on a budget"
250,prschuster,Yes she did ask him some tough questions. He needs to expect that. He's the president. It comes with the job.
251,Antonio Jesus,Very true about the economy he made it great
252,Matthew Toro,bloody love this bloke 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇺🇸
253,Vivian George,Who has never been allowed to vote. Proper role of government? To protect our constitutional. Rights.
254,Raj sharma,Trump❤️
255,hossein jafary,Should we play this 3 times on repeat cuz its just 20 minutes
256,A S H,Expressions LOL! A Ghost Town Of IQ
257,thai,"Biased 60 minutes like others major news CNN, ABC, NBC etc..... BS"
258,Limitedtime,Repent for the kingdom of god is at hand repent and trust in god we have all sinned against god we must repent and trust in god he loves you and wants to know you more trust me
259,jo fro,"There is a video on YOU Tube where Tony Bobulinski talks about Joe and 
Hunter Bidens corruption. Type in - Tucker exclusive Tony Bobulinski"
260,BRAd From The Valley Bradley Turnham,John MacArthur Stood on the Toilet MLK Conspiracy not a Single mans act
261,Gio Tio,They want more lockdowns that Trump doesn’t want & then complain that unemployment claims is sky high lol
262,Robert Giordano,Shes being very rude and interrupting. She also tries to derail the points. The GDP was at an all time high historically in 2019.. how can she try to say he didnt usher in the best economy in American history?  She is just ignorant of the facts..
263,Jack Stutts,Dis dude kinda rude 😂
264,Doomer K Kid,"60 Minutes
20 Minutes **

⚠️ CAUTION ⚠️  You are now entering a toxic comment section. Proceed with caution"
265,Kevin Michael Callihan Sr,Now do the ranks and within seconds and minutes shown.
266,Pedro Mondragón,"Just do the interview woman, I don't care to hear your thoughts outside the interview."
267,Admin ViaBimCad,your bias was exposed! swamp creatures in MSM
268,Jerry Coleman,Ms Stahl needs to visit a beauty parlor
269,Mister Elephant,"i’ll give credit where it’s due, Mike Pence has a memorized pitch for any single question you ask him. 😂😂😂"
270,Pao Yang,"This isnt an interview, its a personal debate. Why cant we have a moderator who can play a devils advocate for both parties? What happened to the United States of America, its Divided States of America now. Everything now is a joke, both sides attack eachother political and personally. Most are not dependent anymore, why do why need to keep asking permission, it's common sense for people to make decisions of their circumstances at their discretion, not lob it to others. At least our president isn't afraid to speak his mind."
271,Haley Katherine,Go watch the unedited version! Way different!?!
272,intensity1200,i love that rogue hair sticking out of the left side of his head.  His stylist is so gonna get fired.
273,XcerptShow,3:28  Why dont people get this????
274,Donte Fulgham,“There is nothing like what your witnessing now” he’s got me there
275,Andrew Steel,"alot of people aren't wearing masks, skips back to 4:25"
276,Jacob Geist,they really coming at him
277,Francisco Parra,"Run baby, run!  Run baby, run!  Run baby, but still you’ll burn, burn, burn!
Hahahahaha!  It’s the cat and cockroach game.  She’s the cat.  She lost the roach!  Run cockroach, run!"
278,Anuarite Sumey,"You know that,  no I don't know 😂😂😂😂"
279,Josicx,"„So why didn‘t you encourage the people at the rallys to wear masks?“

Trump: „They‘re the biggest rallys we‘ve ever had!“"
280,Scott H,"Trump: ""It's totally verified; just go down and get the papers.""

Also Trump (literally seconds later): ""The media is fake."""
281,My Pillow Guy,"COVID

If you are constantly ""rounding the corner"" you are going around in circles._"
282,Hakan Hakan,God bless trump (from 🇹🇷)
283,david willey,I would never watch 60 Minutes ever again that woman is such a liberal far far left protector of criminals She’s on the dole that’s for sure
284,casual couch,"I am confused how people still support this administration. Their measurement of success when combating a global pandemic is the economics. When we have access to the world's best medical experts, epidemiologists and scientists and fail this hard is a tragedy!"
285,Spencer Belcher,Wouldve been funny is his healthcare plan was the tiny book under the giant one lol
286,Dat Meme,"""When I finish, this country will be in a position like it hasn't been maybe ever..."". Sometimes Trump inadvertently tells the truth."
287,McKinley Vlogs,"Trump 2020
The media is the enemy of the people. 
Always has been. It’s been bad since Kennedy."
288,Adrian,'It isn't but he has had an impressive string of economic accomplishments.' She really has a tough time admitting that he is correct.
289,R H,"He is the president, he supposed to answer the tough questions and not walk out when the questioning gets hard to cut through his B. S. He was trying to gas light and the interviewer was not having it. She was doing her job, something this president should be doing, that was his mandate and he failed."
290,Tattoo Dave,"Trump: We wouldn't have as much covid if we didn't test as much.  So I guess if you miss your peairod for a cupola mouths, as long as you don't pee on the stick your not pragnet???"
291,lilymohsye,PAUSES VIDEO Just here for the comments...
292,Waukegan high school fights Brookside Campus,The lack of respect this guy has smh
293,Alyssa Terry,i wish the interviewers interrogated biden like they do trump. it’s sickening. i’ve never witnessed a president treated like he is treated. have some respect.
294,C L,You go back home to MOMmy
295,ElleKieu nguyen,Look at her face!!! hahahaha
296,The Realest,I like him beefing with Rosie Odanld better lol!!
297,Ricky Rodriguez,Lmao this clown went back to mommy...
298,WildFireZ,This is not an interview.
299,Tom John,"I always enjoyed “60 mins”, but I.have to admit that this one was one of the most laughable disjointed and, almost, predictable one ever, I’m surprised  it lasted as long as it did....I Feel so sorry for the interviewer, how embarrassing..this proves that Trump is so unqualified and Pense is left to try and clean up his messes, like a comedy team, Abbot and Costello, “who’s on first”....lolol"
300,Brian Myers,60 lies
301,Derrick Claar,"The tRump has conned himself.  I'll give him that, he's a good enough con man that he's befuddled himself 😂"
302,Serena Ndekeremo,She's not being objective. What's the point to this then?!!
303,L. Jade C.,And there's children there at those rallies.
304,Polly Burns Love,Wow... BIASED
305,Jacob Brooks,Nice tan bro
306,Samhean1,Trump is delusional and in denial!  Thinking that he does a great job in everything is just the opposite.  Lol
307,L. Jade C.,He Inherited the Obama Economy!
