,Name,Comment
36,azae00 Vids,"I want to believe citizens of the states are intelligent.. however honestly I will need to have this proven ... this may be the fall we are all witnessing, one for the history books I guess"
37,Jason Barnes,"America truly is at the greatest crossroads in its history. All eyes on the USA for the next few weeks.

Side note: Love how they ended this documentary. The thumping bassline and then cut to black was really dramatic."
38,Patrick Masterson,"I see once again communist and biased narrative against our president, not finishing watching this predictable beatup of an honorable man."
39,On Couch Arrest,"It’s really hard to take that women with the “big red hat” on seriously, she looks ridiculous lol"
40,Liso Campos,Covid is a biological attack on the US economy think about it it happened right after the trade War
41,Albert Floyd,Ha ha wealthy elites calling others the wealthy elite.
42,gmaxsc,43:30. It’s not legitimate because there is so much fraud with the mail in votes. That’s his point.
43,Ian Kamau,"ugh... “like me.. have died for”

did that lady in the big ridiculous hat she say she died for the constitution? 9:40"
44,jen snitzer,Did you check the look on Obama's face?  Priceless.
45,Michael Heins,Be glad you don't live in that broken country.
46,obvi•US,Get off yer ass an' V • O • T • E!!!
47,rose blue,"When person such as Hunter Biden went to China, he slept not in a normal Hotel room, but in a Foto Studio. Every dirty behavior he made was recorded. CCP have tons of such evidences."
48,Aussie Taipan,And surely the US are smarter than electing a candidate who shows early signs of dementia
49,Todd Rohrlach,You should do a show on Tony Bobulinski story on the Bidens . His first hand knowledge is an eye opener.
50,rplato c,The liars who called him  treasonous now want to convince us that he unleashed covid on us too that is what our President has faced from the start! The liars are going to cry again!
51,James Buam,Money is not an indication of support the Swamp have access to unlimited amounts of money?
52,yuhji kuioj,Please tell me this is just a movie where a con man takes over the USA.
53,Swipe The Stones,"Hopefully he does.  I cannot imagine the destruction and carnage that would ensue with Biden. Would not even be Biden running things,  he's too gone for that.  It will be those under him."
54,VS718,"He knows he cannot win the ""traditional"" way. He has a plan and he started that a long time ago. He is going to be the next president due to what will be happening in the future."
55,wade liddell,Unpredictable dictator.
56,Margaret Alexander,"What a shame, that unified setting, peace and harmony at that senior stage, now depict pending  destruction,  (**messing up of the once known, inviting, socially well intended, chosen, social lives!**) God! Please reestablish the wonderful life of harmony they once knew! Amen!"
57,Bryan Machin,"This is all happening just like a lot of people predicted: when the economy stops working for regular people, we turn on each other based on race. Only its been made worse by the choice of so many voters to support someone who is completely in denial of his own racism, as well as the causes of racial tensions in the country."
58,Anthony D'Agostino,"I, at this point don't even believe he even has covid-19 just because why now, when this virus has been in the country since the last January?"
59,Black Fox,"If senile joe gets the nuclear football in his hands, it's the end of America."
60,Yaz X,"anyone else notice that Trumps playing Village People during his rally in Florida xD? I thought Republicans hated the LGBTQ+ ?
xD"
61,John Johnson,"It’s unbelievable how Trumps presidency isn’t recognised for what it is!
He is a patriot and wants the best for the USA.
His style is easy to pick faults with, that said he is perhaps the last hope for democracy of the West.
ABC’s left communist reporting is so misled by the thinking that the world is fair. The world isn’t fair and countries are still trying to dominate others."
62,lacrews10,Facts don't matter. The reality is that we are participating in a ritual. It's fun to watch tho. I'm rooting for the ones alive.
63,Merlyn Mac,He didn't have corona virus. He just stopped using his spray tan.
64,Shadow S,"Yes , he fights for you but dodge’s the draft 4 times , actions talk not just words."
65,Simon Mavros,far out this report is pathetic
66,Егор Пещерский,"Hello from Russia, chaps. Your country is quickly turning into my country with that hog-mug pal of our tzar."
67,ByeDon Twenty20,"Absolutely, a wake of destruction that's going to take a generation to heal, that's Donald Trump's legacy..."
68,Warren George,Really He cheated his way to becoming A President and you asking if he will become A President again! Really how much depression can you take? The Virus is enough
69,Ch_ Kh,It's all optics and showoffs from a reality TV show host who got elected by chance to be the president of the greatest nation in the world. Americans have come to learn about the importance and danger of the seat of the POTUS if it falls in the hands of people like the current president.
70,Alfie Jordan,Trump ' I'm immune I'm gonna give every one a great big kiss' 🤣🤣
71,Ed Lewis,"Absolute insanity here, this man is nuts. But a democracy gets the government it deserves. The only businesses 'winning' are the liquor stores. Excellent production by our Aussie friends, thank you."
72,James Buam,This whole program is just a hit piece?
73,M 50,I'd like to know how many people have died of covid in the villages. Courtesy of Donald joke Trump.
74,Reel Unique,"Let’s be honest the polls that have been taken are media and special interest manipulated and have only been taken in certain areas and demographics to make Biden look like he’s the apparent winner. Forget Russia interference in the election, China is doing it by sitting on the chair of large media cooperations and banks while supplying them with money to get out their communist agenda."
75,Rocky Road,He’s gonna cheat his arse off.
76,Lois Folk,"Trump, captain of the crazy train. Please Lord make it stop ✌️"
77,the sweaty pro,"Trump or the guy who doesn't know what city he's in or what decade it is.
Fictional times indeed.  
Even so,....🍷🥖✝️"
78,GUIA BORJA,maybe the wizened people of the villages have been bought by the self righteous president.
79,Ravi Kumar,"Bush two terms
clinton two terms
obma two terms
This is American voting history"
80,Jose Peixoto,"Here is how a person like Trump got elected:  you give the ameri-cam people nothing but two <thurds to choose from, and <thurds they didn't pick,  but they must pick one of the two, that´s how."
81,Gee Smith,Last time I looked the hole world and economy has crashed there just not telling us
82,Francis McCorey,9:42 make American great again? why yet trump has been busy making America bad
83,Eric Temple,"People must must decide whose policies the want to live under in the future, that's all, make sure you like it, it can't be walked back. Both candidates are very wealthy old men, losing won't bother them, there's a lot of important bedsides the virus."
84,David Hass,It's not his fault it's everywhere because of Carona. I am also jobless since March 20.
85,Irma Vera,These people in the village do not care about everyone else in the US. They are financially secure so they don't care!
86,Ethan Weeter,He could. I hope not though. We need a real American running this country.
87,Oscar Cepeda,"His playing it down was so not to panic his economy (the stock market), not the public,  he said screw them!!!!!!!"
88,Ivan abdurrofi Al hakim,"I think trump will win since the Joe bidens son, has some allegations and confirms that he has done some light corruption with china."
89,steve george,He will introduce medical martial Law. Simple as that.......
90,Harish Parmar,"Really
Trump has pack of wolves after him, Biden / Harris, Obamas, Clintons, the media etc. 
Trump has no chance against all these corrupt people."
91,Fisticuff McUppercut,Who’s surprised that an ABC video is a Trump hit piece?  What a joke
92,Jaylon Gregory,"""People like me have died"" lady you're alive i think"
93,forest man,"conservatives seem to totally lost their minds. how can they support someone so obviously unfit, incompetent,  dishonest, mentally unsound , and corrupt to be in the position of president of the United States. and you can show them every proof of that"
94,Luke Sky walker,"Our biased abc funded by taxpayers, let's wait and see the tears after the election"
95,aj donjuan,Finally the apprentice is over. Time for America to heal the wounds of division and round the corner of the pandemic
96,daniel getachew,"• “THE ONLY GUARANTEED WAY TO COLONIZE AFRICA IS TO TOTALLY ANNIHILATE THE AMHARA PEOPLE OF ETHIOPIA WITH THEIR CHURCHES” a private speech by MUSSOLINI (TRUMP’S DEAD FRIEND), to the leaders of England and France of that time. Source Congress Library"
97,MrFatcatscott,This is really unfortunate that people with education are outnumbered by those who are not.  It is appalling to see those less educated group of people armed with guns and calling themselves militia as if they were up for some crucial mission.  They are lacking capabilities to make sound decisions due to their stubbornness and limited mind.  It boils down to this; education is such a precious commodity.
98,Kay Maria,A room full of low eye sight bad hearing and no senses  Bless
99,Edward Amina,We Will See Who Will Win Again I Can’t Wait Till A Liars Tongue 👅 Fall’s Out
100,zen master,The Villages is an American nightmare.
101,Don Quijotedelamancha,"""Jesus is essential""...LMAOL"
102,Scum Destroyer,So they interviewed 90% trump haters
103,Joshua Dejesus,& this women is lying and she said they are posting racial slurs on their story yea ok sure rii
104,Edison Tenecela,"Walk into a Democratic Party office everyone wears masks, go into a republican office, no masks at all. That says a lot."
105,"hey, its Michael again.",Will we ever get back to the media just reporting the news? The Walter Croncrite day's? Unbiased? A divided nation no matter who get's elected. Some media is for Mr. Biden and another outlet is for President Trump. Some on the left and some on the right of politic's.  Would not want to be a journalist in these times. Could lose my job.
106,"Randy, Johnson","The kiss of death, why would you cheer for that? Does the hate run that deep? Berlin maryland 💌😷✌"
107,HLulea,"The Villages is sure a geriatric nightmare as well and I would go there to retire, but n thanks, but thanks.
This elderly group may end up so disappointed after election day."
108,cole k,DT has so many trick to fool masses and they all eat it. Like the Jesus trick. Ask him a quote from Bible and u will know that “Jesus being a boss” is bogus
109,IronPanda,The best candidate for me is Yang. But sorry he is an Asian American
110,ina owell,"Trump is a good person, American should take  heart of the Coronavirus pandemic that is affecting the country and the whole world"
111,Giuseppe Careri,"Biden isn't saying much of what he would do, if he wins, to combat the virus. Everybody who is blaming Trump are just looking for more reasons to get rid of him. At least he's not writing a book like that ego maniac Cuomo in New York.
Look how many died under his watch.
I think this is fake media propaganda and more hate for Trump. I think Trump will win easy.."
112,Richard Thompson,the woman at 19 minutes in doesn't get it everything trump had has a business man has been trashed with bankruptcy
113,Royal Priesthood,"Sorry but Gods will has to be done, its for the best of this world and mankind.
He will destroy the man of sin, whoever he is."
114,Howard Conover,"I wonder how many retired couples of color there are at the ""Villages""?"
115,HLulea,"He only cares about himself and I don't understand how his followers who are basically the same at each rally are left stranded in the cold after the rallies.
His presidency has really been a nightmare and this better serve as a lesson to the American people when electing any future leaders for the higher office in the land."
116,Ginger Golden Allgire,"Very good broadcast. The different sides and yet showing the way of what we-ALL Americans-must deal with going forward to heal the country in the coming years. It will not be easy, nor short term. The bitterness and distrust, along with COVID-19 must go through the grieving process. We have to get through the election results, the anger that is certain to be there just as it was in 2016, and any issues around (hopefully) transition. We have been through an increasingly devastating war these last 4 years. With a trump win, it will begin to look like Syria. With a Biden win, it will take a lot of hard work by ALL Americans. Biden and the government can’t do it by themselves. It is going to take us to work out our differences peacefully, to recreate trust in people and our government, to come together to rebuild the cities torn apart by violence and to join together by open communication to make certain communities don’t have to erupt into violence because people’s voices are not being heard. We need to take some collective deep breaths during the next few months and hope we all return to sanity and deal with the issues most necessary; taking care of each other with no distinctions."
117,A Farkin Conspiracy,"The differences in how the police handle that white kid with a gun (who just shot people), vs an unarmed African-American, is exactly the distilled problem of the USA."
118,silversurfergw,he will once again bet on the worst of America because they haven't let him down so far.
119,rawhamburgerjoe,Oh that Wisconsin accent. Breaks my heart.
120,Jaysingh Mehta,ABC is libral news and biased ask anyone from California
121,Andy Pat,Hahaha...the 'lady' in the big hat! Sorry love - hard to take you seriously! Lol
122,Royal Priesthood,"Watch Israel and their 3rd temple whoever sits in it is the man. He is the leader of a country, in charge of militaries, the bible says arrogant, proud, boastful and more stout (bigger, broader) than his fellows.
He will betray Israel, confirming a covenant with them for 7 years but break it in the middle (3.5 yrs) and stop their sacrifices. That will be your man."
123,Grant Solder,Trump is fake..he’s trying to discredit everything. He needs to be removed from office. He will not be the next president. Because America is smarter than that.
124,De Ke,"America needs to watch this election very cloely, especially the electoral college.  No more stolen elections NEVER EVER."
125,Ting Wang,Nothing to defy. He has been leading. The pollsters choose not to report the fact.
126,Happy and Prosperous,"These experts be eating their words next week.. Trump can't lose because he hasn't  finished cleaning out the swamp. 
They're trying to hide in NZ  with their comrade Jacinta.."
127,Ire Holcomb,The villages look high risk they might want to vote blue- just sayin
128,Maria Hoffmann,God is our judge. Stop judging each other. And stop judging The President of the USA. God's choice...
129,Ana Jay,When Biden wins He's going to say it's rigged.
130,Tiger.,There's more people dying daily of other causes of other causes of other causes of.
131,Julie Frazier,"That red MAGA hat is grotesque. It's hard to believe these elderly people want to spend their last years like this and in a brightly lit banquet room where everyone looks saggy, baggy, and haggard."
132,Truth Seeker,Why are all media outlets biased
133,breakit46,"This is a right hit piece, see you not mentioning Biden and his sack full of corruption and worse."
134,Bonnie Stull,He trust God Almighty Jesus Christ and Holy Spirit.He cares more than the last of our Presidents put together and he beleive in us Americans and first Jesus Christ.
135,Johnson Rewan,"COVID is used by such outlet as this and others as their weapon  for  propaganda  against Trump, but will not suceed."
136,George Bruz,"""Who died... like me."" LOL WUT"
137,Joshua Dejesus,He was being chased by them & they had a gun & pointed it to his head but the 17 year old shot First do ur homework please they attack him first
138,Charles Kellas,"Big sigh, just want this election to be over with."
139,Corazon Sierra,"incredible facts brought you you by ""i heard this somewhere""

in the UK, a LOUD FART is called a TRUMP, and a quiet fart is called a Pence."
140,roland charriez,"The sad part is that Trump is the symptom and not the cause. Unfortunately, ""every"" media outlet has given him the platform to speak his mind, regardless of how idiotic. The man is a great marketer, he knows how to exploit it. Some news outlets seem to have been taken over by the people in the White House. As we all know this proproganda started before Trump. We can thank Roger Ailes for that. Trump is a showman/marketer and always will hawk his ""Brand"", which is all he cares about. Many conservatives has accepted the ""Koolaide"" and has sided with him, possibly to further there own agendas. I just wish US citizens would do their own investigating from different reputable sources, by viewing and reading about currents events that could effect them and not just from one source. "
141,SomethingStupidYT,1:42   The US is more divided than ever? Has this clown ever taken a history lesson?
142,Allen Yeong,"The clown does not want to give away the presidency because it has protected him of many wrong doing, that is why he has created so many obstacle for the past 4 years, once his tax return was exposed, his intention were revealed, period"
143,harpmaster480,"This segment is a joke.  It's way too obvious, one-sided and filled with dramatic music and loaded language.  This was definitely not news, but rather a tirade."
144,Anthony D'Agostino,"One of the therapeutic drugs that were given to him, we're made out fetus cells. How is he supposed to get his vote from the Evangelicals, who are against abortion, when he has taken this drug?"
145,spellett1,"Wow, what an awful hatchet job against Trump. Let's distort everything he says and does, interview Trump haters and ignore all the good he has done. No wonder so many people distrust the media. BTW Trump has denounced white sumpremacy numerous times and Kyle Riiten house was defending businesses against looters and then attacked. the media dont mention that"
146,whitesky18,"To set the record straight: Our ""democracy"" is NOT the most trusted in the World. You need to look to the Northern European nations for that kind of trust and respect. Our so-called democracy is rated alongside of Venezuela and Zimbabwe, both ruled by strongmen who stay in power by subverting the election process. Nothing to be proud of there..."
147,Marié telléz,"Please no more mistakes, we love Biden, no more Trump he is gonna loose we all know it"
148,Ricardo Xavier,"If Trumps won again, american constitution allows all states to split off. They should join canada, adopting their system and constitution, without any questions. 4 years transition to allow wealth swap and nationality choice decision."
149,Isabel Williams,That's the same move Donald danced at Epstein party? Can someone update him please.
150,Ross Williams,"DARE you guys to watch : “ the Biden family’s foreign corruption” came out hours ago 28/10/20  FACTS HURT
WAKE UP."
151,Meli Matanatoto,Should be broken up these Tech Giants like the conglomerates of the early 1900s.Joe Biden and his family is the stooge of the Enemy Country of the USA which is the Dragon Nation in Asia. And no different from the Twitter and Google who are trying to stop free speech and promoting Chinese Communist Interests.
152,Mg Po,Amerian eletion is more serious than we should know.
153,john higgins,"THIS MAN COULD QUITE EASILY PROVE TO BE THE NEXT ANTI CHRIST AFTERALL HE WAS BORN IN SCOTLAND AND THE PROFITS STATE HE WILL COME FROM EUROPE AND WILL SIT ON HIS THRONE IN TEMPLEMOUNT ,AND HE IS BBND ING OVER BACK WORDS TO HELP ISRIAL AND HE HIS FAMILIERISNG HIMSELF WITH ISREAIL."
154,jesse ng,The past useless president is jealous. Trump accomplished a lot of things for our country. But regretfully he does not know how to read a TELEPROMPTER.
155,John Williams,The lady with the wacky hat killed me. You cant make a perody of America because we are already a parody.
156,da g,Trump 2020. Coronavirus death in all countries get over this notion it’s Trumps  fault look outside the USA there is more to the world
157,Kristofer Alexander,"I don't think anything is more shameful, than the US Republican Party continuing to endorse Trump for re-election after him being Impeached. Contrary to popular belief he REMAINS impeached. 

GOP has set new atrocious precedents by their atrocious actions in protecting the president and aiding in pushing his agenda. Resulting in things such as a 100% openly biased trial in the Senate. "
158,Nyandwi Vital,"WAKE UP PEOPLE. GET OUT THE MATRIX.
""Presidents are selected, not elected.""

Franklin D Roosevelt"
159,warntheidiotmasses,"7:30 The Villages, OMG! Boring! Contact me for a great place to retire!"
160,LAZY DOG,Looks like the Trumpsters are here 🤪
161,berracahband,"Medical doctors will confirm that stress lowers your immune system. The more stressed and depressed Americans are, the greater their individual risks of contracting the virus. Acknowledging our great front line doctors and the advancements we have made medically is a good thing. Telling people not to be afraid after pointing out that we have medicine and resources is not the equivalent of telling them to be foolish. It's pointing out that not every coronavirua case is an automatic death sentence (which is what many Americans still believe). Him saying to not be afraid is actually harmful to his campaign because some Americans that support him have lost loved ones."
162,Mandira Sengupta,Is there a difference Trump or Biden?? Biden does not represent the anti-Trump swell. Both equally corrupted and have similar views on world affairs. There has to be a total break with the past for US to be different.
163,Andrew Pitman,"Go Trumpy

What a disater for the world and in particular if someone who can still yet construct a sentence in the English language"
164,Venkatesh Prabhu,"THE damage done over sooo many years cannot be addressed in such a short time also TRUMPS advisors health ,finance military etc. should have long term planning which no parties in power can deviate."
165,Rosita Tan,To the seniors does he love you all by lying about the Covid19 virus?
166,Kim Bastien,"That guy is on drugs, calling democrats elitists while saying working people want to vote for Trump. Seems the Republican way has become say opposite of what's true."
167,Karlene Rebecka,ALL MEDIA NEEDS TO BE SHUT DOWN OFFICIALLY...
168,Jeffrey B,Can't believe our taxes are paying for this ABC biased BS!
169,Lisa King,"Trump is 17 pts. behind in Wisconsin, 5 days before the election."
170,S Scott,Why dose this man use people's music knowing thet don't want him too.
171,Basketball Fan,"I'm not a residence of United States but to be honest all the data that are available through CDC website and many other well known sources state otherwise , if you look the number through an unbiased view and try to block what you've been hearing throughout these months you will come to the conclusion that though we have a virus ( of course there is a virus ) but its not that big of a deal as they making it , in fact if no one informed us about the existence of the virus we hardly have even notice it as all these virus that we live with through out the centuries ."
172,Ronald Morrison,"We must have public safety, health, responsible fed. govt leadership!"
173,Oluwaseyi A,He loves God? He doesn't even love people he can see on a daily basis! These people make me sick!!!!!
174,David Hamilton,No wonder I can't find any Kool Aid on the shelves...
175,Shopping Hungry,"He has to defy the polls. He's got to win.  He is ""My President"". John the Beloved"
176,JUSTINcredible Translation,"This lady in the hat, though... why does she seem a mad?"
177,Worku Gedlie,"Is Trump healthy?
Trump is not a politician, rather a very aggressive and negligent person. He is adversely affecting many parts of the world with no reason, including China, Iran, Russia, Sirya, North Kotea, Palistian, Ethiopia, etc.
Truely speaking, he never deserves to lead the great nation."
178,The Spirits and Hambone,"Sounds like Mr. Trump wants 2 turn this capitalist country into a Trump monarchy.... Serious question - What if he did in fact, refuse 2 leave?"
179,Cecil Reed,I didnt see one black face in the Villages...so you KNOW what the villages is all about
180,Overplays AceKing,"That dinner in his honour just screams ""cult"""
181,Antonio DeSouza,My name is Nadia USA needs joe binder and Harris .
182,Mark Kelly,"Trump Farewell Tour

Trump kisses off his base and feels sorry for himself"
183,Two Heart's Farms inc. None,Can anybody tell me where the Republican party's mental institution that they find their candidates in. Please I really want to know.
184,Mạnh Nguyễn,"He is really powerful person, the best president in the America. I am vietnamese person but this person is very special person, change my country more peaceful for my country. Thank you TTrump president, the best, the best president"
185,MarkMash17,I hope America gets better...
186,Reuel T,"Polls are for Strippers.
Don't deceive the people so that they become slave of the CCP who is controlling Biden because CCP had bribed him before and has compromising photos of Biden to blackmail him."
187,Firesgone,"9:35 Oh my god... Does she not remember that Trump refused to say the ""under god"" line in his presidential inauguration?! 

That was kind of a big deal!"
188,baldog statue,"If trump wins for another 4 years,,im really sure there will be no  more united states of america anymore by the end of his term.. 
Trump gets stronger if america is divided and im sure he will even push more on dividing america because im pretty sure he will be aiming to change the constitution that will make stay in power for as long as he want..
And within those 4 more years is what im worried about.. because the dark we experiencing now will get even more darker to the point of no return for this country!! "
189,WILSON BONAFIDAE,The nation is bitterly divided because the biased and propaganda spewing media has attacked the duly elected president of the United States since he won the 2016 election and weak minded fools have been brainwashed into believing the media lies.
190,Danielle Calderon,“The guy in the golf cart is shouting white power”. Lol. People have gone insane
191,Slawek Milek,Good luck for all of as if Biden wins !!!! Pandemic will end in the middle of next year !!   How about economy ? Will be dead for years so will we be!!! Nothing els to say
192,Ishmael C,This just goes to show what happens when half of the nation drinks Conman kool-aid.
193,Francis Leo MukhangHORSE,"It has always been about the narcistic him, he hungers for credit. Trump made his defeat possible. Nobody to thank but the great him. (my middle finger to his face)"
194,Maureen Tornetta,"Hummm, wait my Florida friends when trump goes after your social security and Medicare. It will happen trump will take take it."
195,Mark M,This guy is killing us! Get this pretender out of our white house! Biden/Harris 2020.
196,Blessings,We need changes Vote for Joe Biden and Kamala.American People is waiting for a Vaccine Trump Nothing try Nothing done. Everyone immune system is different.Corona virus is still on the rise under the Trump Administration it a shame.Who feels it knows it.
197,Asahi,"We need to think what is best in America interest, we need to think above and beyond for the brighter future of our America. Our decisions are matters. We need to be United we need to fight together."
198,Bob Flippa,"I'm not the smartest guy in the world, but it's nice to know I'm smarter than at least 42% of the US population."
199,Fotara Bryone,‘Business’ president spends tax payers money on military to boost manufacturing jobs 🤪
200,Muzi Qin,Four more years! Four more years!
201,Ravi Kumar,if jo Biden comes to power he should not support china. Don't trust china again will damage America once for all and becareful 🙏
202,Aquadisiak,"The Republican Supreme Court rules that ballots that are mailed in even though postmarked before election day will not be counted after election day. Trump fires head of post office and 24 of the top executives and puts in a top donor has head of the post office. In Trump's attempt to slow down the mail to kill votes, He then starts removing mail sorting machines removing postal drop off boxes only allows one drop off ballot box per county and cuts the hours on postal delivery people. As an American we no longer have a democracy we have a rigged ballot system by whoever's in power we are turning into a third world country."
203,K S Spider,he bring back more jobs to USA
204,Flyingo Som,"if Trump loses ""it was rigged! mail in ballot fraud!""
if Trump wins ""mail in ballots are great, believe me, probably the best way to ever vote"""
205,S C,Can we have another episode of JFK on him?(he didn't deserve that). But like the person who shoots Trump would be an international hero
206,Jean-Baptiste Castelin( Artiste ),"No Trump 

My America is a road without red lights
 From the Hudson River to California"
207,bonza bonza,They polls are false like everything else about the Democrats
208,CheesyChicken4LiFe,"Classic abc, one sided biased based substandard reporting."
209,Lily !!!,wait did that lady just say “people like me have died for this country” or am I trippin
210,Platypus Paws,"Trump's Policies had actually gone very well & America & their Economy was going great until COVID.
Obama had called Trump's economic goals ""impossible"", yet the same media falsely gave credit to Obama for the very things he said was impossible and had not come after his own policies or where connected with them."
211,The Coming Home Band . com,the old folks cage is is sociological right wing compound of deluded baby boomers i feel sad for their cognitive dissidence and on coming dementia with  diluted concepts. and to think the free world is in their hands. i say hands of POPS.
212,Joseph Whisnant,"3 types of mistakes:
1) ignorance : don't know any better 
2) stupid: knew better,  did it anyway 
3) insanity: same mistake over and over. "
213,Shawn Hawk,The old rich people eating their fancy food and not wearing a mask talking about how great Trump did with Covid is the example of why this country sucks.
214,Tw][sTeD,"When Thrump loses he will be crying on twitter for months!, it's going to be very entertaining, lol can't wait."
215,W. D. F.,"He didn't ""defy the polls"". The polls showed Clinton winning the vote of the people, which she did. If Russia had not interfered he would not have won the Electoral College. They purposefully targeted minority communities in hopes of keeping them from voting. It worked."
216,Pan Afrikanism Strikes Back,But why isn't China. The people who created Covid 19 to blame? All one need do is Research Bidens relationship with the people who Created the Virus to see he is a Trojan Horse. Even on stage at debates he is careful not to mention China in the same sentence as Covid 19.  Im not voting for the puppet of some country that put my families life at risk.
217,Malu Sami,"Why is this video so skewed to the Democrats? It invites only a Democrat speaker. Bias video. Well, see for yourself. Trump will still win this Nov 3."
218,level7,"Hey lady, you look ridiculous in that hat 🤭😂"
219,real me,"If BIDEN is winning!!
Where is biden supporters? In the basement?
As we see in its rally trump supporters out number the biden supporters 15 to 1..
This is the real poll.."
220,ᥴꪮꪮ ᥴꪮꪮ kꪖᥴꫝꪮꪮ ꪑikꫀ niners シ,Ahhh. Sweet. Thanks for reminding me that he's the one who started fake news.
221,Sasha Fierce,"How can orange say he loves AMERICA  when he has turned it to shambles in so many areas?
 Make America Great Again? WOW orange. It can only begin to heal,  when orange is gone from the White House.
Vote, vote, vote 2020. Biden/Harris."
222,Matthew Bluhm,"If the oldies are behaving like thugs, what hope for the rest of the country?"
223,Kat Ferguson,Wow. The two 747s going down a day REALLY slammed home the magnitude. The visual in my mind is very clear.
224,Agueda C,"Shame on these people, vote the dictator out man!   to the blonde female talking be-careful what you wish for !!"
225,sina mumuta,God bless President Elect and love one another
226,Aajab Bin Magosh,Trump remains the first USA president who never invaded another country as far as lifetime
227,Ris Vill,"Too bad those senior citizens in the Villages don’t care about their grandchildren. Trump winning this next election sets the tone for the future years of their grandchildren.  Teaching their grandchildren to not care about other people, to be selfish, to be bigots and racists, and to be in a blind Trump cult.... basically, to be idiots. 
Omg that guy is shouting “white power”. What a terrible role model. "
