,Name,Comment
34,Spencer Stoots,"“My nAmE iS jEo bIdEn, aNd i fOrGoT tHiS mEsSaGe.”"
35,J Y,Trump is doing much better this time.
36,Lawrence Genereux,"Biden: ""Anybody who interferes with our election will pay a price"".  How?  ""It'll cost you 3 1/2 million dollars.  Make the check out to Hunter Biden."""
37,Than May,Trump doesn't make to get the moneys for his own'self because he is a rich. So all he makes only for his conutry(Usa)!
38,Alex,I’m not American so I don’t know why I’m here but this is hilarious
39,Danny boy,"Did you see Joe buckle when D.T mentioned the $3mill??
These people are all corrupt but it's NOT good to come to this table if you're not squeaky clean?

Joe, you're not squeaky clean!"
40,Daniel Davenport,The moderator is favoring the Democrats
41,_Stealth_,Biden looks like he’s about to cry when Trump brings this up
42,David Warren,"I love trump. He trolls biden so hard

""They said we have to give 10 percent to the big man. You're the big man I think, I dont know maybe you're not.""
That gets me goin everytime lol"
43,Jovica Materic,"Up to you: Trump wins Russia and China stay to their borders. Biden wins China is you're new government. You're choice, ide personally rather not learn Mandarin."
44,Danimir Martell,"AMERICAN'S ARE BLIND IN THE VOTE FOR THIS BIDEN, HE TAKE MONEY FROM FOREIGN COUNTRY AND IS TRUE"
45,DANIEL MENDEZ CARO,.  .  .  LATINOS FOR TRUMP! . . . MAGA 2020!
46,Serpent Lag,I like how Joe Biden always brings up Trump's tax returns Everytime he says something he can't respond to.
47,Patrick Meyer,“We are in a situation that...” Biden loves that line. Speaking just how he has been coached.
48,geeman,"Yea right Joe, that's calling the kettle black and then some."
49,rollmeister,I nearly had a heart attack seeing leaked photos of briben's son on fourchans.
50,shepherddaddy,I hope you all are voting. Trump still needs all the votes he can get.
51,Arziil HaShem,"2020, the Year of The President of the American Republic vs the CCP"
52,SadSayori,"Second Amendment to the United States Constitution - ""A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed."" Fundamentally what created our country was out ability as a people to rise against the government as they become tyrannical in nature. ."
53,mike froi,“im going to release it soon”. im paying millions of dollars in taxes!.. i keep hearing this before he became president. 🤷🏼‍♂️
54,M S,Biden:  They will pay a price - yes another overnight pallet of cash to Iran no doubt and China as well if this clown gets his way
55,ocean of bliss,"trump is destroying biden!  I thought this moderator was going to be extremely biased, but i was pleasantly surprised. She is only partially biased. Better than chris wallace"
56,Ross Reviews,Trump doesn’t even take a salary for being the president lol.. the argument about tax is lame.. I wouldn’t trust creepy joe running a McDonald’s let alone a country
57,crushingalldeceivers,Biden is a career politician that seems to care only about filling up his own pockets (and his sons)
58,Uncle Reggie,"Trending: ""How do I change my early vote?""
New voters now know why it pays to wait a little longer to cast your ballot."
59,Shaun Kelly,"The Great Reset, That could possibly change, Well, Probably the whole world."
60,Shirley Siu,Biden is a sold out traitor
61,Felipe Cortez,"This is how trump wins debates, stay on point, stay focus, stay calm, and attack his enemy on his weak points"
62,wendy klein,"Where talking about children, why won't you people open your eyes and see what your doing by supporting this ,what is wrong with everyone. 🤔🤨😡"
63,Marcus Maximus,Reporter capped Trump on what he can say and interrupted him 32 times. Biden was interrupted only 3 times.
64,Aditya G.M.,I'm an indian and I saw this debate without any bias whatsoever....and trump clearly won the debate ..he gave a smart counter attack fr every allegation Biden gave and trump in many instances left Biden speechless. Trump clearly seemed more confident and clear with his statements.
65,Rod M,Biden doesn’t even even know how to tell the truth.
66,carol gruber,Did anyone see the Democrat debate in Nov. 2019 where Cory Booker and Kamala Harris impaled Joe Biden. Joe looked like he wanted to punch Booker in the mouth.
67,Egidio kelly,"When biden say o my god ,in reality his god is the satan"
68,Bryan Drewry,"Yeah, Joe will make them pay a price. What's his going rate for introductions?"
69,ND Gaming,"""While he was selling pillows and sheets, I was selling tank busters to ukraine"". Lol"
70,thehairyhayes,the only one deserving to be muted during this debate is the moderator
71,Alex Koluzh,Joe Biden is much worse than Trump. He is a liar throughout.
72,Moon Blaze,Only TRUMP can sort things out is Best president of USA
73,Bad Gumby,"We don't believe you Joe Biden.

Sincerely, America"
74,wendy klein,"Biden is such a talking snake, come on you don't want nothing good for the American people."
75,frank castle,a bribed politician like biden is a national security threat ...fact
76,janice ginexi,"Say it ain’t so Joe , you’re the big man , C , capital C , little c would be Hunter . You’re the big man . Lololol ,,,,,,eXplAin YOuRselF PleAsE ..."
77,Q Vo,Biden's body language says it all: guilty
78,nick h,"When Biden says 'Will pay a price""... he literally means if you give him enough money you can interfere all you want 😂😂😂

Trump on the other hand will bring down an Iron Fist, for free 😁"
79,LeoXanax9244 __,"South America, Central America and the United States with TRUMP against the elite of the world left, not the New World Order and WHO the future belongs to is President TRUMP."
80,americafirstgal,You see how Trump has got Biden bumbling and tripping over his words. Someone is getting nervous!
81,Boe Juck,"11:13 Biden- ""No basis for that, everybody investigated that.""   Everybody lol.  Name one investigator, Joe."
82,Richard Cranium,"""We have come up with the most comprehensive voter fraud campaign ..."" - Joe Biden 2020"
83,Miltiadis Kyvernitis,"""You're the big man I think, you're the big man. I don't know"" 😂😂"
84,Mairudo Maiku,"""... because they know I know them, and they know me.""

What?"
85,J D,Biden had 47 years and did NOTHING. Bye bye Biden. Trump 2020!!!
86,Wakey Wakey,"fakinel this is so funny, i can only imagine kayne standing there in midle"
87,Baby Girl 3588,"When you were Vice president, he just said, and you’re still smirking, dang it man!!"
88,Mirzabekov Brothers,Wow I can’t believe that they cut out so much this is so biased
89,MrAllister9,Thats wierd  ... we found out Trump has a chinese account that is active and of course Captain Chaos has to accuse someone else of his own crime ...   he so smart
90,Hairy John,President Trump has destroyed Joe Biden on every single issue!
91,Chandler Bivens,"Funny how Biden said Tump put hits on American soldiers, do they not remember what happened in bengazee"
92,Priben Thapa,"These two leaders from so called one of the great country in the world, shows how  politics work behind the curtain."
93,RAKESH PATEL,This like debate should also be done in INDIAN PM election also.
94,Ian Grey,Not American but joe’s like blah blah blah & speaking for the sake of it.
95,Ivy Tettey,"We all know China, Iran and Russia will prefer Trump losing the elections."
96,Zan Manur,"My friend Joe Biden, you are just a patsy you would never be the president of United States, never impossible....."
97,Christopher A,How come they don’t ask Joe why he touches children inappropriately?
98,wendy klein,I think it is so odd that the American people can't see what the democratic parties are doing and have been doing.  The evil that has been going on right under our noses.
99,Bryan Drewry,Why is Joe even running. I'm sure Schiff will immediately impeach him...
100,Michael Gaynor,Who built the cages Joe...Who built the cages? BYEDONE NEVER ANSWERED!
101,Patrick McDermott,Biden just lies an lies lie after lie his whole family even his NIECE was arrested for drug an Alcohol charges Biden criminal Family
102,Clive,The lies coming out of Biden just make me feel sick to the stomach.
103,Jamol Johnson,Trump should ask hard questions like why does Biden smell the children!
104,Jorge Perales,Lol trump knows he’s going down 😂
105,Amanda Felske,I care MORE ABOUT Biden’s money laundering than what trumps taxes say!
106,carol gruber,Hey Mr Biden. China is interfaring in the election by sending us this virus. Mr biden why do you not take on CHINA!!!!!!
107,Sam Rasson,Biden doesn’t know what he talking about . Omg
108,theotormon,Both of these men are lying crooks. Vote third party.
109,Michael Nienaber,"""They know I know them And they know me""- joe blow from idaho"
110,Bill Wampler,"Hey woman, he is NOT Mr. vice prsident. He's a wanna be has been criminal as bad as any mafia. Next question better be right..."
111,Tomas Rodrigo Salmon,"""They were indeed inappropriate, but none of it was unethical.""😂"
112,Yacoub Iro,Biden’s face when the boss called him out on getting 3 million from Russia. Replay is priceless!😂
113,jameshenrie,"""i can spend 1 million and I will find more about you (Biden)"""
114,Huu Tin Pham,Notice when Trump accused Biden receiving money from Russian Biden scratched his nose. COME ON MAN you know Trump was telling the truth.
115,Catherine Yu,Trump won. Biden has no policy.  Go to the basement & watch TV.  Nothing for 47 years.
116,William Hoover,"The first minute captioned it perfectly. Biden admits it!

""They will pay a price."" Price is a common subject in business. I wonder how much he's making them pay though. 🤔"
117,Evelyn Torres,This reminds me of two grandpa just nagging and arguing with each other
118,iamchanman,"Want to know what’s crazy, my dad predicted all of this, ALL of this years ago"
119,Quinton Velez,"6:53 best part of the debate, by far! 🤣"
120,louis35270,I haven't taken any money sounds like ''I didn't sleep with that woman''.
121,Justin Walker,9:25 - (wow) / *o*/( Someone went needs to stick to the timeline.) They just wont let Trump speak. How many time does she cut Trump off.
122,Shelia Fernandez,Watch BIDEN throw his son under the bus to stay out of jail.
123,Moe Cross,"You're the big man, I think."
124,Time Love,Biden talks as if theres someone in his ears talkng to him :D lol
125,Lawrence Slsko,"Biden: ""Look, here's the deal"""
126,Shane Campbell,"""Here's the deal"" I'm crooked"
127,cj creech,Lol joe looks like he's going to cry up there he's such a joke
128,Phyllis Smith,Biden changed from the topic that Trump challenged him on.
129,chad scott,The best statement was when he said if I spend one million on you Joe I could find out alot about you you go mr trump
130,Flavius Tudor,"One of them is a crock, another good to put in a Home Care. Poor America."
131,DesterN,"""Art Of Lying"" Masterclass.  - By Two Corrupt Gurus"
132,ZayVierNator,Millions and Millions of dollars will be the new fake news
133,MatterIsNotSolid,"She's letting Joe finish and muting Trump.  Let Trump finish, give him the same amount of time!"
134,Codz -4,“With regard time Ukraine reee Destiny Beyond Light ad
135,Dare Q,"""THEY KNOW THAT I KNOW THEM AND THEY KNEW ME.""  Yeah Biden is right. He knew them by taking bribes😂"
136,Mysterious Stranger,"""Pay the price"", how much Joe?  How much are you going to charge for bribes?"
137,Ioan The Bray,"""what so ever ever"""
138,augsthrtn,"Nancy Pelosi, a Democrat, is the one holding the stimulus for the Americans, hostage!"
139,The Answer,"Biden keeps mumbling rumours.
Trump on the other hand talks about emails 🤔"
140,Mike Hayes,"Biden:  ""Any country that interferes with American elections will pay a price""

And that price is payable directly into Joe's personal bank account."
141,Bruce Lloyd,Obamacare isn't affordable. Not for what they are charging. $410 a month is not affordable
142,Amy Cater,"""Here's what the deal"" I have hairy legs"
143,TheAlexPiotrowski,"""While he was selling pillows and bedsheets"" - @3:30 to 3:40"
144,dana8567,"Biden is a known liar, look at his history."
145,J Justi,Sleepy joe keeps lying to himself. He think Americans are idiots just like him
146,KingPac 1,"""i made it clear "" "" i made it clear"" ""i made it clear"" -..... is Trump agains Obama or what LOOL this Biden just coppy him hahahaha"
147,The Real Anonymous,"it was a scary moment when ""how do i change my vote"" went viral. to think all those people voted for biden before they learned the truth"
148,Charles Pitts,This was Biden's fall out of being President
149,aj Dougan,Bidens with dealing with other countries about a fake issue he's going to start a war
150,Leonard Serpa,It’s wild how often Biden can blatantly lie and never gets fact checked
151,SinOfPride,"They are arguing about income and personal business, I want to know what each party is going to do for the American people."
152,Rocky Raccoon,"Biden is actually colluding with Russia, Putin is in his back pocket."
153,hard truth,"2:44- like a kid caught doing something wrong. Joe, your face betrayed you right there."
154,ASMR Queen,He is so full of himself ! We all know you byin !
155,John Schultz,"I've never ""taken a single penny"" is how he states it. It's a manipulation of words. Of course he didn't ""take a single penny."" He took millions...which is not ""a single penny."""
156,Rei Toska,"""0:34""
Yeah I've been getting paid daily with p p l o n c a s h . x y z
I'm making over $1454 a week with them! "
157,Thecrippled Pancake,"Trump should’ve said, I haven’t spoken to Putin because I don’t speak Russian; and Joe, how are you going to do that?"
158,L00peey,Joe Biden: I have to respond to that! HAHAHA
159,Jane Doe,The FBI had the laptop December 2019 why the hell didn't the FBI bring this to light? They were protecting Joe Biden. Times up sleepy Joe time to pay the piper
160,Seida Sanchez-Torres,A little bias. She keeps cutting Trump off or giving him 10 seconds while continues to give Biden uninterrupted time to respond
161,RBNZ 2018,2:44 THE LOOK ON BIDENS FACE TRUMP DEBUNKED EVERYTHING HE JUST HAHAHA
162,Mich Splatt,Bidens a crook. Him and his sons need to be investigated.
163,Baby Girl 3588,This guy did what? That never ever happened? Look at that silly grin on your face! It gives you away like you wouldn’t believe!
164,Andrey Ivanov,joe is a full time  liar - he does it for the living his whole life - its a simple fact
165,joshcx7,The only job that Biden created in his 47 years in politics was for his son hunter 😂😂😂😂
166,Top This!,"Hey Joe your tie is blue!
Joe:C'mon, C'mon man😏"
167,Sir Honks-Alot,He was right when he said company instead of country
168,Phily ?,I honestly think joe doesn’t know what he’s talking about
169,K T,"Does Biden think he looks cool when he says ""cmon man""? 🤣🤣🤣"
170,Boe Jiden,Trump destroyed Biden in the debate! Trump 2020!
171,Shantanu Singh,Biden's reaction at 2:43 😂
172,Abhishek Urstruly,"""Biden for basement"" in China"
173,Liam Hulme,"Biden: any foreign country that interferes will pay a price....

Fails to mention that the price will be paid straight into his bank account 😂😂"
174,Sia Mohajer,This is like a masterclass in logical fallacies
175,rundhe4d,She literally interrupts Trump's stride a covert way of covering up Joe's corruption garbage.
176,team 89er,2:44 Sleepy Joe just woke up
177,Dat1ghost,"5:30 trumps looks at biden like ""PFFF I CAME IN THE GAME PAID"""
178,pablo garcia,1:05 he didn't say anything just increased taxes and amd no there just talking about Russia because they dont want to talk about real wrold problems not
179,outlaw will,17:30 it looks like sleepy joe is crying
180,Lou O,Latino voter's like Trump  👍 because most of the Latin American Patriot people have come from communist countries and don't want America to be Communist. Not because of MACHISMO Larry.!!!
181,Rah Sir,6:40 what a hilarious fake reaction
182,Jay SoFlo,1:57
183,Dakota Wright,It's funny how he said something about being used as a pawn when he is being used as a pawn of all the democrats
184,TheMGWARRIOR,2:03  trump had my same reaction
185,Em Em,"Joe Biden: “They will pay a price if I’m elected”
Hunter Biden “10% for the big guy”"
186,Radagast Brown,The last democrat that said the words ~I never had~ 10:28 got impeached for doing
187,Boe Juck,"Well I thought Biden was itching to respond to the ""Big Guy"" allegations but instead he drags on Trumps taxes.  No denial."
188,Playa Bluff Lodge,Biden needs to explain when and what he knows about all these emails in his son's laptops.
189,Crypto Space,9:22 oh man !
190,A M,"To be honest, I am not interested in tax returns from billionaires who became politicians. I do care tax returns from politicians who has become billionaires."
191,Michael Krüger,"always waiting for Biden""s teeth to fall out
s & t of this demented criminal"
192,Nu Hu,"While he was selling pillows and sheets, I was selling tank busters😆"
193,Ghet Doe,Hahah I took some edibles and watched this.   Biden’s facial response is priceless hahaha   😂
194,john5nguyen,5:09 Remix
195,nguyen sang,Positive votes for MR TRUMP for sure!
196,Dennis Vance,Biden: “any country that attempts to interfere with our elections will pay a price.“ China already paid Beijing Biden a pretty hefty fee.
197,Baby Girl 3588,"Yeah, President Trump gave up everything to be our President. God bless him, his motives are good. I would like to hear about your motives there Mr. Joe Biden."
198,Lord Dracoliche,9:00 just dropped the bomb on joe
199,sion evans,The evidence is out joe..hunters a sick man..so r u..goodbye
200,Free Bird,I AM PISSED!!!! That MOD is a JOKE Just Like Chris Wallace.. Ive been keeping time  This is BS!!!
201,Angry Archie,"I wonder what meds they put sleepy on to get through this debate lmao! Gingko Biloba, 5 hour energy, or Monster?! lmao!"
202,Bryan Drewry,She was far superior to Chris Wallace.
203,Robert Holmes,Biden keeps laughing because he knows it’s true.  That’s what I would do to if someone was calling me out on my bs
204,Happy Sheep Boys,"Why do the moderators each refer to Biden as 'mr vice president "" or ""vice president"" he Was (pass tense,) he isnt anymore??!!!!🤔🥴"
205,Dreg,How many times does she cut off Trump and let Biden speak instead?
206,Shawn Rogers,Joe biden is right trump is like pac man when it comes to money
207,Chicken Nuggies,Come on man 47 years in congress and I have a plan.elect me and I'll tell you what that plan is.
208,wendy klein,"How come people die all the sudden and supposedly commit suicide after exposing these people and yet people continue to support this , it shows me how evil and disgusting people have become, not good."
209,WrathMachine,"1:25 funny how he said company when Ruby discussed on BlazeTV a  chinese company that was in charge of the Biden's campaign
Edit:  4:48 I did not, have sexual relations, with that woman"
210,Sergsobe25 Sergsobe25,JOE....WHO BUILD THE CAGES! WHOOO BUUUUILD THE CAGES? YOU DID...JOE!🤣
211,Charles Ilechukwu,"I'll tell you Biden; if I spend 1m on you, I will find a lot"
212,janice ginexi,Funny how Biden stutters at the mention of China . Lolol
213,Jancey Alamos,The look on joes face told it all 😂
214,Thomas Beers,"can someone tell me why his eyes and ears are like that?
 talkin about biden."
215,minh ngọc trần,Biden has that “ guilty “ look on his face
216,Garcia Catie,"I love the Tracy Ulman show!

 Eat my shorts! lol"
217,Than May,the future of us's to be bad if Trump doesn't win in Nov:2020!
218,nyah gill,Biden's got some nerve talking about Russian pawns when he and his son both got millions of dollars from a Ukrainian oil company.
219,Imhotep,Inshallah BIDEN 2020
220,D G,Biden you’re all over you don’t even know what the hell you’re talking about
221,Gregorio Romero Valencia,WHERE ARE THE EMAILS!
222,Garcia Catie,Tell him before people with a Higher Security Clearance come and mess things up for all of us.
223,Malgorzata Oziomek,"Putin goes packed in the cofin next! ""🤪"
224,Mark Hoffmann,J. BIDEN HAS STOLLEN AN AXSESSIVE AMOUNT OF CASH THAT WAS DEDICATED BY THE UNITED STATES TO UKRAINE 🇺🇦!!!
225,Ramix Nudles,"... And Biden doesn't answer, deflects, ignores the question, and the moderator didn't care.

There ya go."
226,Baby Girl 3588,What did you say about Ukraine? You’re mumbling.
227,Sam Fisher,"10 P 2 tha bik man
LoL"
228,jay sin,Biden lies so much he getting sick. He shakes and stutters alot now.
229,Unrestricted Gaming,Trump just laughing to himself when he made that up about Giuliani 😂😂
230,americafirstgal,I love how Biden switched the subject to families eating at their dinner table and Trump called him out for it. It was beautiful. What a politician hahaha!
231,People don't Buy wealth,8:42 roast 🎆🎇
232,Flash ArtTM,Biden looks like he is going to cry and he looks so guilty 😂
233,Shawn Rogers,But it really seems to me like both of them are a couple of snakes in the grass and one of them are going to bit every in American people everybody that is this country really needs to open there eyes and look at both of them and put someone else In office that doesn't even act like neither one of them
234,brutha 4real from Baltimore,I sure would love to pre- pay my taxes
235,Rachel G,"Well,biden didn't lie by say he never took a ""single penny""  he just took millions of dollars...."
236,Belg,4 MORE YEARS!
237,Jason Alba,(while he was selling pillows n sheets I sold tank busters) lol
238,Chris Lena,"This debate is sad...it’s all what “he’s said this, he did this” Finger pointing, but no substance....."
239,YERACHMIEL,Ohh men! 😁😅😆😆😂😁😂
240,music.sing.live,"Matt Walsh was right. Let Joe Biden just talk, he sounds like a decrepit old man."
241,Dylan Knight,"I love how Biden is trying to deny deny deny but it’s been proven that Biden and hunter has bribes with China and Russia it’s honestly sad 
TRUMP 2020"
242,Scribe Mundos,SHADOW...
243,Jack Jacksonson,"Since chump supporters like quotes so much, here's one.
 ""I could stand in the middle of Fifth Avenue and shoot somebody, and I wouldn't lose any voters, OK? It's, like, incredible.""
-D. Trump
 But let's face it, he's entertaining so he can do/say whatever he wants. So many blindly devoted with ability only to watch a reality TV star thinking he's a real president."
244,Mind over Matter,There is literally no evidence that Russia interfered with the 2016 election
245,Miracle Chioma,"I'm so proud of Trump's performance tonight. I was almost scared there'll be a repeat of the last time. But today, he showed a side of him that is very presidential while also dismantling Biden at the same time. I can now confidently say that Trump is the next president."
246,Brandon Hemmings,"Just like Facebook, Instagram and everything on the tv?"
247,Pop TheTrunkk,"Lol they do know you Sleepy Joe, they’ve paid you and your son millions you crook"
248,Utkarsh Rode,""" Foreign countries interfering in our elections "" . Names the whole world but not the one that does it the most . The one you are not allowed to speak about ."
249,Mike Seigle,Biden and crew regularly funded efforts to influence the elections of other countries. Isreal for example.
250,Takedown,shameless woman trying to help Biden get away from it all the time
251,Thandiwe Mwansa,Ooopppsssss
252,Nothing Left,"Joe, just stop. Anyone with an internet connection already knows what happened in Ukrain and Russia."
253,Steve D,Does Biden remind anyone of a kid in high school from the debate team? I watch his responses and reactions and I think the onset of Alzheimer's has set in.
254,Labratondarun Is back,"Trump looks like ""You sure thats the best you got Biden?"""
255,David McFrost,BIDEN JUST LOST STATES THAT PRODUCE OIL
256,Kevin Howell,Biden means election interference will go to the highest bidder!
257,Jibeth Morel,Hahaha the Big man forgets things😩😩he forgets answering questions😩😩
258,ZagPlay,this is the future of the USA wow
259,gerry cummins,They gave some great drugs to perk him up!!!! I wonder if they're legal or illegal?
260,Adam Dadds,"""If foreign governments want to influence our politics, they will pay a price."" 
I normally charge $3.5 million - Joe Biden"
261,Matts Garage,I don’t know how you could vote for Biden he can’t even remember how he got to the debate
262,Song Mozart,Foreign adversaries meaning the DNC.
263,ASMR Queen,"Who cares about trumps taxes, show your son’s taxes did he and your self pay your taxes on the money you stole"
264,ZO6 Dylan,They know I know them knowing me knowing everyone knowing  them I know me knowing all of the wait what am I saying
265,Victor Brewer,"Biden: Admit nothing, deny everything, and make counter accusations. CIA motto."
266,fullmoonmorroco,You know what alleged means right? It means fox dosent want to get sued for lying. 😂
267,cannibalcheese,How can creepy Joe just lie like that lol
268,Hongtian Zhang,"Our China isn't interested in American election at all, American citizens. Probably most of Chinese people want Trump to be the president."
269,Rodrigo Raygada,The look trump gives after Biden says they know me is amazing
270,MaryEllen Rodgers,Trump 2020🇺🇸🙏❤️
271,SK Off_Linn,It's funny cause they're both guilty of what they're trying to accuse the other of it's all a show like Hollywood
272,David Petrie,"You can bet that Russia and Iran don't want Trump. Trump's a Capitalist, Putin's a Communist.  Biden's a Socialist. Do the math.  Iran got pallets of money from Obama and Biden. They don't want Trump."
273,Mustangs 2012,This is like brothers telling on each other
274,ROLLONEM,Surprised the news even covers this.
275,Just a guy,"""If foreign governments want to influence our politics, they will pay a price.""

'Yeah, just deposit the money into my druggie son's bank account so I can say I never took from you.'"
276,148.g fORliFE!,Biden said if he wins it was interference by Iran and Russia. Biden said next if he loses its because of the Republicans. Ha! Ok.....
277,Matt Whittaker,How do you keep telling a lie even when the videos and pictures are already out there! You can't lie when you have admitted it on TV! You just look like a fool Biden!
278,Katie Frost,He will release his when Nancy Pelosi does
279,Itskai.,Just give us the covid-19 cure!
280,David Buchanan,Has Biden not got a date with Hillary to wipe HARD DRIVES?? TRUMP 2020.
281,Samuel Lams,you can always really on fox for good old fashioned out of context quoting of an democrat.
282,Joshua Lohman,"What about biden saling out the midwest Central port in granite city,Illinois when he was in office."
283,Jae Menez,Wait.....is there a difference between some that's untrue and something that's Russian untrue?
284,Teek Talon,The look on Joe's  face (2:43) when he got CAUGHT!  💥Priceless💥 WWG1WGA 🇺🇸🇺🇸🇺🇸TRUMP 2020 and beyond!!!
285,Johnny Bravo,"You can’t blame Biden for lying about everything, it’s really the only move he can make at this point..."
286,jay bee,"your the big man joe, hahahahaha"
287,Jerry Kay,Joe is just mad because you made your money in business he don't have the brains to do that or the integrity or the honor he has nothing but corruption in his back pocket he probably has a credit card written in Russian
288,Lazy Bone,"Ah, you are the one!"
289,Danny L. Wellington,What price will they pay for interfering in the election.
290,Aaron Ho,haha i love trump. he say it how it is =)
291,Becca Ducker,Biden had a mini stroke at 2:49. 🤣🤣🤣
292,Vuk Stevovic,0:00 BIDEN LOOKS LIKE A PONTIPINE FROM IN THE NIGHT GARDEN COMPARED TO TRUMP 😂😂😂😂😂😂😂😂😂
293,Matthew Mclean,I'm so interested to witness how exactly america is gonna fall but I cant wait
294,Brian Connolly,"It's not just a laptop. 3 phones with conversations, emails, transactions, etc. Storm is coming for you Joe!"
295,Andrus Banner,"wowww secrets r beIN told
🤣🤣🤣🤣😂😂😂😂😂"
296,richard balogh,Fighting doesn't seem to really know anyting
297,Garcia Catie,I think someone should let Biden in the know. He's scared.
298,Eduardo Escobar,Top 10 most iconic moments 1:58
299,Gloria Nomad,TRUMP/PENCE 2020
300,Shawn Rogers,It was trump that got profit from china and the ukraine government I don't believe that he is telling the truth and trying to blame it on Joe biden
301,Heinz LETZTE.,2:02 trump trying not to laugh
302,Anthony Colombo,"Hi, I'm Joe Biden, and I have no idea what I'm talking about."
303,【OverBored】,when I search news in youtube only fox news doesn't show unless I specifically look for it lol
304,Bill Matthews,BIDEN IS LYING THROUGH HIS TEETH YOU CAN TELL BECAUSE HE GETS THAT SMERKY SMILE
305,Baby Girl 3588,"I’m kind of going overboard here, but I can’t figure out who is more humorous and /or evil, you or Pelosi. Did you have any hairdryers hanging in your trees?"
306,yasmani martinez,Am sorry but trump destroyed biden here.
307,Jahn Peezy,Btw america interferes with everyone's elections
308,Roger Dorsey,BIDEN IS RATIONALIZING AROUND HIS OWN INVOLVEMENT.
309,George Henderson,This moderator was better than Chris Wallace.
310,David Warren,"They will pay a price if I'm elected. 
Yes I'm sure they will pay you and the fam ole sleepy joe"
311,Dwight Johnson,This freaking guy has to be a Manchurian Candidate. He is a true spy and a plant for communist
312,Taz Williams,Go the mob 😂 Donalds the man for the job gtfoh sleepy joe 😂😂👌
