,Name,Comment
131,Patrick Castille Jr,"This was a battle of SNITCHING! I believe both of em, they both telling da truth bout the other! Now who yall voting for, Trump or Biden? 2 crooks"
132,Rush_Gaming,this comments section is a cesspit lmao
133,Kenddey calri,Investing make up the top notch hemisphere of the wealth. That's the more reason one should save and invest to secure profit and ensure success
134,lucie Boo,"I find watching them hilarious 😂 I’d rather have Boris johnson then these two. But on a more serious note The amount of propaganda through social media and status how can anyone take this man seriously, I know ten year olds smarter than him 😂😂😂😂"
135,Acropolis Now,Coronavirus has really been weaponised against us all by politicians. It's not right.
136,Tourz,"""climate warming"
137,Emma Taylor,I've been emailed about 100 times a day about voting and I'm from the uk
138,Nicholas Fischer,15 a hour and the price of everything else goes up
139,Hulagan 808,"Biden didn’t beat anyone.
The DNC installed him .
No one ever was wishing for a Biden/ Harris ticket.
Democrat voters were robbed and played."
140,Son of Durin,The moderator saved Biden a couple of times
141,ROJO DO,why tf was the north korea section so short thats what i wanna know about lmao
142,Vicgames Vt,"North Korea is dangerous because of their nukes but they also pose other threats such as hacking and they produce many counterfeit $100 US bills, the other thing that is important with NK is getting there government to treat there citizens better because NK is really vicious to there citizens and its not talked about enough."
143,J Jezzy,“Like a vacuum cleaner” 😂😂
144,Robjuls Roberts,How could i draw this 2 guys in my drawing pad which is debating talking about the covid problem without the virus solutions..i'l go trump for the second time around coz i think he knws already the solutions of this pandemic & no need to draw anymore in my drawing pad..
145,Sithu Kyaw,Who built the cages?
146,Paul wild,There’s no business like show business
147,Spaced Atari,"Much better debate for Trump and Biden.
Now the highlight isn't Biden telling trump to shut
The highlight are the hits each of them took, and imo Biden definitely took much more hits."
148,I eat shit to see if it comes out as food,This aint the final debate. The final debate is the ERB rap battle. Dont get it twisted.
149,moralessocorro77,There’s an agenda why these other countries are in favor for Trump I’m assuming after all said and done the truth will prevail and the feds will prove it unlike they proved anything with Hillary like the radical right wing thinks
150,Dave Higgs,Biden just copied what has happened in the UK on coronavirus. He talks about punishing people who attack American sovereignty yet he's made comments against BREXIT on the side of the EU that is nothing more than a parasitic leach denying the sovereignty of it's member states more fool them
151,HIS Holiness rotten banana,Even if biden defeats trump nothing gonna make changes in America after all western ideology has a good grip to these folks
152,Kamikaze Tsunami,Nothing but a three-ring circus to entertain those with a childlike consciousness. Voting for the lesser of two evils is still voting for evil.
153,Vanessa Smith,"1:00:43 “who built the cages Joe?
Who built the cages!"
154,Stabbed Ryan,"I didnt listen to the other debates and im not American whos winning, whos getting hated, whos better?"
155,M M,After EVERY SINGLE sentence from Biden I could say something...but I just leave this senile old man aloooone😂
156,Abshir Mohamed,I should not have voted for either. Damn
157,jeremy cole,45:20 trump got muted lmao.
158,YOUSRA ADLY,I been watching this and now iam happy to surprisingly know that the most i was worried about that our Eastern interrest wouldn't  get effected weather whoever won the elections we are safe .now if both became presidents they're welcome .😂
159,Stoyan Musev,Poor Joe has lost it heavily...
160,Lee N/A,"""Come on"" I'm saying stuff..."
161,Caz Wayne,12:48 Trump: I was kidding about that bruhhhhh
162,ilmi yusuf,"Ahah ahahah is not joe fault either is China fault.
Did he say I was kidding about the virus being fake ahahahah I love this what a show so funny I can’t stop laughing I swear I never understood politics till I watched this man is fun and good laugh"
163,Andy Boner,What's funny is all these country's that are interfering with votes is all the ones Biden's sun is involved with
164,Hermes Lopez,"1:15:13  oh god
1:17:07"
165,Josef Hames,From the outside this whole thing is hilarious
166,H0n3y_R1nh0,"“Americans don’t panic” Joe Binden 
That’s why there was a huge supply of toilet paper"
167,Umberto Bombace,23:05 US have always interfered in other countries' politics but never paid a price: why should others do then?
168,Jesse Inisan,American living in romania : saddddddd
169,Finance Minister,"Joe ""COME ON"" Biden."
170,Peter hkpcr,trump can just keep blaming China without doing anything for americans while China has already resumed normal from Covid attacks from other countries worldwide!!
171,Mrr93,"Every time Trump countered Biden, she switched topics"
172,Nikos Perimeno,"""The best thing
Is to invest in testing"" lol what a ball hair"
173,Ismael GraHms,"Trump: I wouldn't like to say this, only those with the lowest IQ would come back"
174,kishan singh,Biden look like a dead man..
175,David Alberts,The Presidential Debate DEEP into the midst of the ONGOING and PERPETUAL Democrat and COMMUNIST Chinese government CREATED PLANdemic.
176,Jenn Sawyer,After biden talks im as lost as he is.
177,Aus Länder,"a good comedy, but it’s even better when people smoke stories like this of these political figures!"
178,LinksHopping Golfer,Wow... Trump seems like a completely different person from the first debate.
179,Andrew The Crew,I love how they have to mute the mic of the two of them
180,Juan Antonio Melendrez,"Biden- Put the tape, put it on your website 
Donald trump- I will put it on 

I’m dying🤣, this is like a good TV show sadly"
181,John Miller,Stop the cem trails and the virus will go away.
182,Dorothy Schumann,Make them talk about the stimulus check executive order people need their money
183,boost junkie,"37:28 taxs payer are called china 😂😂😂😂😂
great comback 👌"
184,A G,That interviewer looks like Buzzlightyear
185,Edwin Aguila,"what about stimilus checks, jobs,  unemployment. SSA, SSI, SSD."
186,boy kulokskiieee,37:15 priceless 😂😂
187,Michanelle Davis,Most people's stuff is to swim but I speak that true.
188,SpecialEd Cop,Imagine John Podesta running on stage like that husband of Kim Kardashian did...Kanye west..and say into the microphone...let's all go home.....
189,J F,Biden doesn't answer anything. he just talks round it
190,Leo Gagaev,37:20
191,Behram Zulfiqar,"firing bullets
Trump: excuse me
Joe: Common
😂😂"
192,CyberSonicCyclonicRipperTripper,"I hate how the world works just absolutely hate it, If most of the world tripped balls at least one time it would change their soul and change the perspective."
193,Shane Jones,SS is gonna be bankrupt by 2030 anyways wtf is the difference 😂
194,dennis lynn,"How does Joe plan on shutting down the virus hang up a sign, give me a brake. Joe doesn't know what to do anymore then anyone else."
195,Joshua Bros,24:40 he's right though no butts about it
196,Andrew Martinez,I can't believe this is even considered a presidential debate
197,Ekaterini,"dark winter, ok i'm just going to hold my tongue."
198,Just Brian,I dont take the money from china it was my wife who take it :D
199,Snoop Dogg,51:20 yooooo Get that Bag Joe Biden!!!
200,Chad Giffen,"Whether its right or not, trump will win. Biden stutters too much. He is slow. Trump is on the bsll 100% and quick to respond. A wildcat. Biden doesnt have the stamina."
201,Israel Flores,“ I am the least racist person in this room”.
202,Nolan Snider,I love Trump but I'm only in the 1 digits ages so I can't vote sadly  😢
203,Avondre Tucker,"Biden""I don't look at it like he does, blue and red states. They're all Americans""
Also Biden "" The red States are the ones dieing"""
204,Mia Pabelico,"Me: ""Making things up will never make things better."""
205,Ahmad-mufzil MUFZIL,"Boths Biden and trump  they  have focus only Covid19 and China.  How u would Control, trump  says  i have to  control Corona  young Generation..
I don't  know more   ..Biden says 
Very day u have to affected ..."
206,Prakazayn Karki,Make America great again Mr president Donald J Trump
207,fire wood,"The dems have been fighting from the gutter from day one and trump hasn’t had a minutes peace from those lefty morons.
They had too much control of the media and the court’s now they can’t hack it that trump is spoiling their cosy world , 4 more years of trump will send them into meltdown."
208,Anya Gh,9:27 What a downright lie from Biden. Trump was the very first to ban flights from China outlandishly being heavily critisied by China for doing so while Europe did nothing. Don't forget this: Had China closed down travel to anywhere in the world the moment they closed it to anywhere whithin China there would've been no pandemic.
209,kevin kell,Didn’t Johnson and Johnson get sued for making people sick ??
210,wholesalewideye,He creating industries and and that’s big and places like that pay great and well he helping every one and yes the poor might get barried but the hood is the hood we can help with food stamps and job help and maybe counter let’s over does on the meds meds. We can’t give free money but he can create new scholarships and he took down a big terrorist that non other could do so quickly I’m proud I love him
211,Ladi Alale,"Haha, she said ""entanglements"""
212,M M,Kim Jong-un is his FRIEND!??
213,HuggyDufus,"18:30   “I don’t see this the way he does, he sees it as red states and blue states, I see it as the United States, but, just a quick little side note, screw all that, the red states are doing worse than the blue states”"
214,SAYO PRO,Any country who dares interfere with american elections will pay the price? Is that a threat?
215,Maria Silva,Why does Donald trump remind me so much of Cartman from South Park 🤔😂
216,Victor Quintero,I dont know where he come from..... QUEENS hahaha even Jokes BIDEN doesnt have a chance
217,Kedai Selamat Makan Malang,"The rapid test for Covid19 sometimes inaccurate. Because the virus is not purified first, so ambiguously the detected virus is Covid19 or other viruses"
218,MrOak,"Isn't it crazy that Kristen Welker from NBC did so much better as moderator than Chris Wallis from Fox? Fox has always been by Trump's side all the way in exposing the radical left. And seeing that she was fair to both, have both equal time and never once muted either the president, or the former vice presidents mics and was listening to what they both had to say, made this an amazing debate, for both sides. And Trump spoke really well and no doubt at all that he won the debates! Chris ended up being a clown that wasn't fair with time. That's why Trump always had to talk over them."
219,saad ansari,Hello 👋 maithis ti y
220,Makoto Shinkai,This was way more civilised than the last time 🤣
221,RecoveringGothmummi,"Having to turn off microphones...grown men, arguing about whose going to in charge."
222,Ivan Privalikhin,"She was bleeding out of her eyes, she was bleeding out of... Everywhere =D but ye Chris Wallace was like 'me and the boiz' with Trump and Biden ^^"
223,Nailla Gashi,Jamescharles2020
224,Emperor Ming,She’s a fantastic Emcee.
225,Renee Elise,"Trump-Pence supporters unite under the American flag.  Biden-Harris supporters fly BLM, Antifa, and all sorts of anti-American flags."
226,Bryce Nash,"Biden is ridiculous. Masks do not stop people from dying, it just delays  it. And im not against masks before any demorats start getting triggered"
227,Water Mirror,35:05
228,Arctic Foxman,"Officially Bidens biggest attendance this year was 721. Two hundred were Trump supporters shouting,  '4 More Years"". Biden responded, ""No, we can't take 4 more years of George"". 
Only God and Biden's nurse know who George is."
229,Rob StrickeN Feary,WHO BUILT THE CAGES?
230,common sense,Three words: Pick your poison!
231,moralessocorro77,Trump is nothing but a fast talking salesman smfh
232,Chaser .OneTV,blue and red ties :D hilarious
233,Vicgames Vt,Yes now they are shutting of mics something they should of done for the first debate
234,D0P3Y,At least it wasn't  as bad as the first debate lol just a lil less chaotic
235,Dd Noor,Well while were listening  to theese mfs China is commin up with a global plan to take over
236,Tony Kwok,WAYANG🤣🤣🤣🤣🤣
237,Jell's Hell,Donald ur not immune😂 at least Britain is in tier I :3🇬🇧
238,Won Don,Is this presidential campaign or private businesses. America or corporation??
239,Kappa,"I am no Trump fan, but anybody who actually listens to what Biden says and believes in it is a fool. He is a complete and utter puppet telling people what they want to hear as if they cant see through it. Unfortunately, Trump once again is the lesser of 2 evils because of the complete failure to provide a suitable opposition. Also, the biased media coverage of Trump REALLY doesnt help their cause, its basically his main selling point!"
240,Kennon Williams,Blm so bad because they speak against pigs killing people when pigs are killing us and they not bad people
241,RichiRich,"Two hypernarcissistic toddlers. 
Which was better at deflection,  ad hominem  or speaking about oneself in 3rd person?"
242,Ibrahim Ahmed,Jokers no even kidding one talks about China one talks about Russia
243,GazJrpg,USA is just one big circus and the rest of the world is the crowd.
244,HIS Holiness rotten banana,Lol America created covid in order to frame china come on we are in 21st century
245,Pk Winful,Da Don win win win 👏
246,Mudassir Khan,Grate ledar bedan
247,kev Dollaz,BIDEN2002
248,way2girly,Science over fiction? What is he referring to as fiction? Wow. Red flag 🚩
249,Rail Transport Vlogs NSW,Remember when he had Covid?
250,Moje Ime,Rosenau experiment 1919 no contges virus exsist
251,ternitamas,I'm not from the US but this is so entertaining! Like a comedy show.😂 None of them sounds trustworthy
252,carzyscenctist,"Biden sounded exactly like Hillary in this debate, nothing's changed in the democratic party, death and destruction is their mantra."
253,David Khugaev,Yes Lets open ittttt!!!!!! I miss nightclubs so much and dancing with Hot girls...🤗😍
254,David maclean,"Who built the cages, Joe?"
255,Brenton Lyle,1:03:45-1:03:55 😭😭😭
256,Ronnie Bessa,"He really is sleeping Joe, he will sleep in the white House"
257,Rowan Galloway,Possible exception of Abraham Lincoln 😂 he ended slavery! What the hell has trump done? He is something else
258,Joe Bertram,"""There has been nobody tougher on Russia than Donald Trump""

------Stalin Enters chat"
259,Sophie ML,Take a shot every time they mention “China” 🙄
260,Kennon Williams,Yall see they not answering the question of race
261,Junaid Malik,Donald J Trump have secret bank account in chaina how about that.his business men  he think about just him self
262,Archtflirt,"1,000 death from a virus a day? Why don't we talk about the 7.7 million this year alone from hunger when we've wasted 1.06 billion tons of food? This is solvable, why don't we talk about that instead? That's a little over 20k dead a day, and we are talking still about a virus with over 99% survival rate."
263,MAroc_Specops,Sleepy Joe
264,Ella Rootz,I don't want to be here :)
265,South_Korea UNREAL,I believe that Americans are wisdom
266,YoRHa -,What about that second stimulus check that was promised 4 months ago lol
267,Katrina Galdo,"democrat failed to choose a rightful opponent to trump,  a hardworking president vs a politician who did nothing during the covid crisis; trump will have a landslide vote in this election : ) definitely!"
268,robert,"The United States always saw Latin America as its backyard, invested and made a Communist country like China grow, with a wrong policy, and it did not look at its own American Continent where it lives, impoverishing it more, leaving it at the mercy of strange ideologies, its Allies and friends are in this American Continent, if there were not so much poverty in this continent there would be no immigration problems for the United States."
269,Derek Super Strong,He will sell us out to China he will sell himself out and the whole country is a trader in a racist that's the facts
270,FlukiestList690,joe biden for senate <3
271,Ciprian Julean,“Who built the cages Joe?” 👌🏻
272,anthony Sawyer,Im sure trump knows immigration laws since he and his family are above them yet he deports people with ease
273,Esperanza Chapatte,Biden speaks like agent Coulson from AOS😂
274,F. naBiL L.,"Moderatornya keliatan cerdas, 🙏🏻✊"
275,SAYO PRO,"Oh I see, so according to Biden, Russians are bad people?"
276,ricardo frescas,The moderator is clearly on Bidens side.
277,y dang,the video volume is too low. Who in charge for the sound?
278,Sheepalion,1:13:52 such 🧢
279,Babula Piderazi,"Keep America Great!🇺🇲
#4moreyears
#blackriflesmatter"
280,Ángel Cordz,"As much as I dislike trump, Biden makes my stomach turn"
281,Rubber Sky,At 10:25 I died laughing as he self owned. Why don't he go away a year or two. Sounds great!!!
282,America the beautiful Trump2020,Just saying we are learning to live with it
283,Ad Bad,"Joe ""number 1, number 2..."" Biden"
284,abdenbi CHIKOUN,"Joe Biden: What to expect if he is elected? 
1- Massive investment to contain Covid-19
2- Raising taxes for the wealthiest people
3- Minimum wage doubled "
285,Eira Gonzalez,This moderator is super impartial!!
286,matt holt,when we knew it was coming? when did we know it was coming biden?
287,Hayate Hamzaoui,U made my day was so bored !!
288,Tammy Sanchez,President Lincoln is precious biden? I never knew that. Thanks
289,choyce adrian,I thought the mics was gonna be muted whilst the other is talking 😾
290,George Guansing,"Donald Trump is showing that is a pathological liar and aways deviate from issues on the table and always blaming China for the covid 19 global pandemics of which is of Donald Trump's doing and the whole world knows it. The attitude of his non concern of the more than 200,000 American Citizen already dead and millions more on the dying list is not fit of an American President. Should Donald Trump be re-elected for another term as the American, President Donald Trump will surely proceed with his desire to make war with China to start the Third World War. Bear in mind the USA also has many enemies and China is also Super Power with Nuclear Arsenals and has a lot of friends. The Arrogant Attitude and Street Tug Mental Culture of Donald Trump is dragging down the USA down the drain of shame. An egoistic Donald Trump is only bringging the US and the World into desruction. Satan is actually in the form of Donald and Donald Trump is satan."
291,Carlo Adriel Rotter,I'm Brazilian and I'm studying english watching it
292,Zachary Wilson,Here is the health insurance problem rights aren't rights if someone can take them away
293,dawit abay,He and his brother are like a vacuum cleaner they suck all the money 😆
294,Jenny Hulme,I have not taken a penny haha hahahaha so obviously lying 🤥
295,CPOMendez117,"""I am the least racist person in this room"""
296,K H,"""to fight this horrible disease (...and it came from China)"" Ok Donny boy we get it."
297,Brain World Boy,Trump is best debator ever and is godsend person!!! Why people can't see this?!?!!? >:(
298,PL JN,👍TRUMP2020🇺🇲
299,FastAction Bets,They did not even shake hands 😂
300,JENNIFER WEESE,"Trump is such a liar. He did not receive vaccine in hospital. It’s not ready to distribute and when it is, I would not get it. Trumps lack of action and blatant lies are responsible for the spread of this virus. Even the moderator calling him out on his lies. I don’t care for Biden but for some reason this is what people have chosen for presidential candidates. The less of two evils is Biden. Honestly, picking a president by which will be the least of two evils is not democracy. Greatest country in the world and this is what we are given"
